,predicted_cases,actual_cases,error,perc_error
LNQ-ens1,663978.7,664920,-941.3,-0.1%
QJHong-Encounter,676771.0,664920,11851.0,1.8%
USC-SI_kJalpha,646520.0,664920,-18400.0,-2.8%
USACE-ERDC_SEIR,637624.0,664920,-27296.0,-4.1%
OliverWyman-Navigator,692897.0,664920,27977.0,4.2%
UCLA-SuEIR,699907.8,664920,34987.8,5.3%
DDS-NBDS,714640.7,664920,49720.7,7.5%
CU-select,716956.0,664920,52036.0,7.8%
Columbia_UNC-SurvCon,608584.0,664920,-56336.0,-8.5%
COVIDhub-ensemble,737726.0,664920,72806.0,10.9%
CEID-Walk,743664.9,664920,78744.9,11.8%
CovidAnalytics-DELPHI,745724.0,664920,80804.0,12.2%
UMich-RidgeTfReg,752560.8,664920,87640.8,13.2%
COVIDhub-baseline,754674.0,664920,89754.0,13.5%
LANL-GrowthRate,565962.1,664920,-98957.9,-14.9%
RobertWalraven-ESG,834837.7,664920,169917.7,25.6%
JHU_IDD-CovidSP,839296.0,664920,174376.0,26.2%
Karlen-pypm,854018.8,664920,189098.8,28.4%
IHME-CurveFit,1664567.4,664920,999647.4,150.3%
