,count,mean,median,std,min,25%,75%,max
USC-SI_kJalpha,51,4763.8,1794.0,10214.3,3.0,668.5,4256.5,68151.0
LNQ-ens1,51,6028.2,2789.3,11984.7,70.1,677.6,6306.7,80339.3
COVIDhub-ensemble,51,6420.3,1212.0,14593.5,6.0,385.0,4519.5,84556.0
DDS-NBDS,51,7830.2,4117.3,14460.5,0.1,962.3,6556.6,82123.1
COVIDhub-baseline,51,8556.5,2422.0,19917.1,15.0,365.5,6287.0,124682.0
USACE-ERDC_SEIR,51,8835.3,2889.1,15653.5,122.3,1118.7,9105.3,85048.5
UCLA-SuEIR,51,8950.1,3472.1,13817.1,104.6,752.6,10171.2,64494.0
LANL-GrowthRate,51,9210.0,2710.3,21142.6,11.2,925.1,6522.5,119097.4
IowaStateLW-STEM,49,9877.7,2502.0,25555.1,21.0,1006.5,5269.5,158191.0
JHU_IDD-CovidSP,51,12174.3,8289.5,18631.3,340.5,1551.4,13575.0,111912.2
CovidAnalytics-DELPHI,51,13950.7,5953.0,22858.6,141.0,1935.5,14609.5,111995.0
Covid19Sim-Simulator,51,22105.2,4359.2,54400.6,24.6,723.9,14023.8,313862.3
RobertWalraven-ESG,49,22763.8,3383.6,62104.0,14.8,969.5,10712.8,403729.3
Karlen-pypm,51,28446.4,11455.1,60136.0,138.9,2733.8,27536.5,329326.9
IHME-CurveFit,51,34663.8,8114.2,103812.9,96.8,3172.5,18208.7,702851.0
