,predicted_cases,actual_cases,error,perc_error
DDS-NBDS,3880789.4,4203966,-323176.6,-7.7%
Karlen-pypm,3456304.9,4203966,-747661.1,-17.8%
LANL-GrowthRate,3158881.5,4203966,-1045084.5,-24.9%
Columbia_UNC-SurvCon,5338010.0,4203966,1134044.0,27.0%
RobertWalraven-ESG,2861728.3,4203966,-1342237.7,-31.9%
LNQ-ens1,2790256.8,4203966,-1413709.2,-33.6%
QJHong-Encounter,2697713.4,4203966,-1506252.6,-35.8%
CU-select,2695031.0,4203966,-1508935.0,-35.9%
Covid19Sim-Simulator,2670501.3,4203966,-1533464.7,-36.5%
JHUAPL-Bucky,2565688.7,4203966,-1638277.3,-39.0%
COVIDhub-ensemble,2550972.0,4203966,-1652994.0,-39.3%
USC-SI_kJalpha_RF,2548375.7,4203966,-1655590.3,-39.4%
UMich-RidgeTfReg,2458194.0,4203966,-1745772.0,-41.5%
BPagano-RtDriven,2396533.9,4203966,-1807432.1,-43.0%
JCB-PRM,2345889.6,4203966,-1858076.4,-44.2%
UCLA-SuEIR,2331827.7,4203966,-1872138.3,-44.5%
IBF-TimeSeries,2328335.0,4203966,-1875631.0,-44.6%
USC-SI_kJalpha,2320422.0,4203966,-1883544.0,-44.8%
COVIDhub-baseline,2194656.0,4203966,-2009310.0,-47.8%
CEID-Walk,2189671.5,4203966,-2014294.5,-47.9%
IowaStateLW-STEM,2180245.0,4203966,-2023721.0,-48.1%
MSRA-DeepST,2174185.9,4203966,-2029780.1,-48.3%
TTU-squider,1798864.0,4203966,-2405102.0,-57.2%
CovidAnalytics-DELPHI,1500590.0,4203966,-2703376.0,-64.3%
JHU_IDD-CovidSP,1332356.4,4203966,-2871609.6,-68.3%
Google_Harvard-CPF,,4203966,,
JHU_CSSE-DECOM,,4203966,,
JHU_UNC_GAS-StatMechPool,,4203966,,
UCSB-ACTS,,4203966,,
