,count,mean,median,std,min,25%,75%,max
Karlen-pypm,51,22460.9,12966.7,27683.9,240.7,3917.3,31231.4,159526.9
LANL-GrowthRate,51,25511.7,16146.0,27957.4,1007.5,5106.5,35376.8,135282.0
DDS-NBDS,51,26036.1,14639.7,29688.2,377.4,3414.8,36641.2,114772.6
LNQ-ens1,51,27900.7,15699.4,31513.3,374.9,5524.8,46193.9,137218.1
CU-select,51,29782.8,16798.0,33973.7,181.0,6502.5,45668.0,179546.0
USC-SI_kJalpha_RF,51,33050.8,19787.0,42920.3,498.5,4224.9,48630.7,192267.3
JHU_UNC_GAS-StatMechPool,51,33177.5,17465.5,36914.3,575.0,7152.0,47634.2,162870.0
UCSB-ACTS,51,33245.0,19130.6,36687.8,49.2,5172.6,56211.5,132184.4
UMich-RidgeTfReg,50,33590.9,23357.5,37202.6,1025.1,10165.7,38269.7,171319.6
JHU_CSSE-DECOM,48,34519.9,21463.0,36585.8,656.0,5904.6,55714.5,144022.0
JCB-PRM,51,36973.2,23578.2,39988.6,211.3,6662.4,58232.4,147332.3
COVIDhub-ensemble,51,37338.9,23453.0,38612.3,592.0,8553.0,59113.0,154894.0
JHUAPL-Bucky,51,37709.9,27276.0,38596.4,172.3,9392.8,53350.6,165975.8
MSRA-DeepST,47,38101.0,21749.4,43463.6,147.6,7194.9,59267.2,170460.0
Covid19Sim-Simulator,51,38392.3,25631.5,37851.4,310.4,8943.8,59239.3,144934.5
USC-SI_kJalpha,51,38847.8,22784.0,40360.0,61.0,11772.5,50698.0,198468.0
COVIDhub-baseline,51,39432.7,25692.0,40809.2,726.0,9774.0,59207.0,162172.0
RobertWalraven-ESG,51,39522.3,24735.3,41667.0,781.7,8913.4,55563.7,196502.8
CEID-Walk,51,39646.5,25834.5,41182.1,742.5,9714.6,58432.3,162049.7
BPagano-RtDriven,51,39736.7,25300.1,38220.0,1747.2,11093.8,59408.8,155260.8
IowaStateLW-STEM,49,40508.2,27222.0,40113.2,887.8,11238.5,61557.5,173737.0
Google_Harvard-CPF,51,40938.8,24560.5,47249.8,180.8,9209.4,57959.6,194674.8
UCLA-SuEIR,51,52519.7,34918.3,54833.9,1411.5,14134.2,68499.1,231136.8
TTU-squider,51,53692.9,36484.1,58924.7,832.8,12061.8,80084.9,248326.4
JHU_IDD-CovidSP,51,55994.9,34264.3,53638.2,47.5,22772.2,79421.2,228997.2
CovidAnalytics-DELPHI,51,58469.2,40736.0,59999.6,1657.0,20905.5,76317.0,263718.0
