,predicted_cases,actual_cases,error,perc_error
QJHong-Encounter,435981.4,442295,-6313.6,-1.4%
Columbia_UNC-SurvCon,432387.0,442295,-9908.0,-2.2%
USACE-ERDC_SEIR,430783.0,442295,-11512.0,-2.6%
COVIDhub-ensemble,454323.0,442295,12028.0,2.7%
USC-SI_kJalpha,430200.0,442295,-12095.0,-2.7%
JHU_IDD-CovidSP,457528.7,442295,15233.7,3.4%
RobertWalraven-ESG,425158.0,442295,-17137.0,-3.9%
COVIDhub-baseline,466608.0,442295,24313.0,5.5%
CovidAnalytics-DELPHI,417014.0,442295,-25281.0,-5.7%
IowaStateLW-STEM,484069.0,442295,41774.0,9.4%
Geneva-DetGrowth,485117.7,442295,42822.7,9.7%
LANL-GrowthRate,380532.2,442295,-61762.8,-14.0%
UMich-RidgeTfReg,376305.3,442295,-65989.7,-14.9%
OliverWyman-Navigator,523622.0,442295,81327.0,18.4%
DDS-NBDS,348917.3,442295,-93377.7,-21.1%
UCLA-SuEIR,543622.8,442295,101327.8,22.9%
LNQ-ens1,554233.9,442295,111938.9,25.3%
Karlen-pypm,577645.5,442295,135350.5,30.6%
Covid19Sim-Simulator,643901.7,442295,201606.7,45.6%
IHME-CurveFit,806257.1,442295,363962.1,82.3%
