,predicted_cases,actual_cases,error,perc_error
Columbia_UNC-SurvCon,917803.0,906622,11181.0,1.2%
UMich-RidgeTfReg,894781.6,906622,-11840.4,-1.3%
COVIDhub-baseline,930976.0,906622,24354.0,2.7%
USACE-ERDC_SEIR,879668.4,906622,-26953.6,-3.0%
LANL-GrowthRate,812379.0,906622,-94243.0,-10.4%
UCLA-SuEIR,1010808.8,906622,104186.8,11.5%
RobertWalraven-ESG,1044985.0,906622,138363.0,15.3%
CovidAnalytics-DELPHI,748958.0,906622,-157664.0,-17.4%
COVIDhub-ensemble,1066554.0,906622,159932.0,17.6%
IowaStateLW-STEM,1087254.0,906622,180632.0,19.9%
USC-SI_kJalpha,1106281.5,906622,199659.5,22.0%
JHU_IDD-CovidSP,686562.8,906622,-220059.2,-24.3%
QJHong-Encounter,1137691.5,906622,231069.5,25.5%
Covid19Sim-Simulator,1179165.1,906622,272543.1,30.1%
OliverWyman-Navigator,1273941.0,906622,367319.0,40.5%
IHME-CurveFit,1614787.5,906622,708165.5,78.1%
LNQ-ens1,1651403.0,906622,744781.0,82.1%
Karlen-pypm,,906622,,
