,count,mean,median,std,min,25%,75%,max
COVIDhub-baseline,51,2371142683.5,532732561.0,4996174473.4,84100.0,134110236.5,2694022889.0,31715335744.0
JCB-PRM,51,2734812556.5,575653536.7,5385025555.5,694365.0,81620079.8,3139337455.6,27906601764.8
IowaStateLW-STEM,49,3052228141.6,813390400.0,6210860937.4,312481.0,121543780.0,3155681004.5,39056826384.0
Covid19Sim-Simulator,51,3502588455.2,797577096.0,6570069040.5,278049.7,260400476.6,3871335126.2,40999474376.3
USACE-ERDC_SEIR,51,3870611001.2,852273965.3,7705434414.7,30158.4,162650447.7,3926263695.0,39992865170.2
UCLA-SuEIR,51,3900874620.0,952426186.3,5907075370.4,613519.7,543182012.6,5549197884.2,32706824661.5
USC-SI_kJalpha,51,4393358928.8,1211875344.0,8807591432.8,940900.0,355341462.5,5466238856.0,43907849764.0
LANL-GrowthRate,51,5737554239.6,1442909322.5,11601553176.4,1029172.8,626064104.2,6019469716.6,63523815077.9
RobertWalraven-ESG,48,6925565373.5,1453010893.8,14736168529.2,1059314.4,623950731.5,6619212688.4,89994810074.8
CovidAnalytics-DELPHI,51,7153634814.0,1671910321.0,14605842196.6,1069156.0,721403181.0,7286038261.0,73710078016.0
