,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51,10783.6,594.4,19563.4,0.0,92.6,12453.7,95614.4
YYG-ParamSearch,51,11474.7,977.5,26849.9,0.1,89.8,9929.6,158193.4
UMass-MechBayes,51,11731.3,289.0,43598.1,0.0,37.0,5045.0,302500.0
IHME-CurveFit,51,15547.2,2869.5,26122.0,0.1,130.8,16046.7,125355.7
OliverWyman-Navigator,47,16529.5,543.1,44880.3,0.3,18.1,13600.0,289391.9
LANL-GrowthRate,51,20101.7,1159.2,63508.8,0.3,125.2,9648.5,418470.5
UCLA-SuEIR,51,20863.5,1450.2,44728.4,0.0,70.1,16002.4,232063.2
UT-Mobility,51,22106.1,1477.9,63694.5,0.0,180.8,7352.2,413459.2
MOBS-GLEAM_COVID,50,22306.5,2683.0,41062.7,0.0,218.4,20131.0,194664.7
IowaStateLW-STEM,49,35849.4,2025.0,90903.2,1.0,210.5,20180.0,547600.0
CovidAnalytics-DELPHI,51,48066.3,1681.0,139115.4,0.0,196.0,38930.0,940900.0
COVIDhub-baseline,51,55876.6,1083.1,169580.0,0.0,288.8,12710.2,953629.6
Covid19Sim-Simulator,51,57392.3,3264.7,123628.2,0.0,200.4,25280.0,517929.8
Baseline,51,60146.2,1306.3,168484.2,0.0,203.6,20392.7,861714.4
SWC-TerminusCM,49,99129.0,3969.0,299092.5,1.0,508.5,26570.0,1968409.0
CovidActNow-SEIR_CAN,51,117728.4,11592.3,394331.3,2.3,1051.8,39637.0,2452166.3
CU-select,51,119001.5,3844.0,400353.7,0.0,64.0,44752.5,2640625.0
USACE-ERDC_SEIR,51,134149.4,1468.1,452160.5,0.2,125.0,38937.4,2801088.7
JHU_IDD-CovidSP,51,154513.7,16925.1,412514.6,10.8,3752.3,74961.3,2637116.2
UA-EpiCovDA,51,160177.2,5776.0,452662.8,0.0,308.5,69038.5,2604996.0
PSI-DRAFT,51,773240.0,5112.2,4485419.2,1.0,324.0,35443.1,31736322.2
Auquan-SEIR,51,1361969.2,84100.0,4023591.1,25.0,12850.0,691852.5,26574025.0
