,total_deaths_2020-06-14,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UCLA-SuEIR,118629,122837.7,126333,7105.7,7704,-598.3,-7.8%
MOBS-GLEAM_COVID,118629,124109.5,126333,8377.5,7704,673.5,8.7%
UMass-MechBayes,118629,124200.0,126333,8468.0,7704,764.0,9.9%
IHME-CurveFit,118629,124522.7,126333,8790.7,7704,1086.7,14.1%
UT-Mobility,118629,124543.0,126333,8811.0,7704,1107.0,14.4%
YYG-ParamSearch,118629,124608.9,126333,8876.9,7704,1172.9,15.2%
Covid19Sim-Simulator,118629,124892.3,126333,9160.3,7704,1456.3,18.9%
OliverWyman-Navigator,118629,124992.7,126333,9260.7,7704,1556.7,20.2%
STH-3PU,118629,125175.0,126333,9443.0,7704,1739.0,22.6%
Baseline,118629,125309.3,126333,9577.3,7704,1873.3,24.3%
PSI-DRAFT,118629,125435.5,126333,9703.5,7704,1999.5,26.0%
USACE-ERDC_SEIR,118629,121417.6,126333,5685.6,7704,-2018.4,-26.2%
CovidAnalytics-DELPHI,118629,125467.0,126333,9735.0,7704,2031.0,26.4%
COVIDhub-ensemble,118629,125945.3,126333,10213.3,7704,2509.3,32.6%
IowaStateLW-STEM,118629,125962.0,126333,10230.0,7704,2526.0,32.8%
COVIDhub-baseline,118629,126062.1,126333,10330.1,7704,2626.1,34.1%
GT-DeepCOVID,118629,126164.9,126333,10432.9,7704,2728.9,35.4%
epiforecasts-ensemble1,118629,126490.0,126333,10758.0,7704,3054.0,39.6%
LANL-GrowthRate,118629,126920.9,126333,11188.9,7704,3484.9,45.2%
JHU_IDD-CovidSP,118629,126925.3,126333,11193.3,7704,3489.3,45.3%
CU-select,118629,127024.0,126333,11292.0,7704,3588.0,46.6%
CovidActNow-SEIR_CAN,118629,127535.0,126333,11803.0,7704,4099.0,53.2%
UA-EpiCovDA,118629,134947.0,126333,19215.0,7704,11511.0,149.4%
Auquan-SEIR,118629,145030.0,126333,29298.0,7704,21594.0,280.3%
GT_CHHS-COVID19,118629,,126333,,7704,,
NotreDame-FRED,118629,,126333,,7704,,
SWC-TerminusCM,118629,,126333,,7704,,
