,count,mean,median,std,min,25%,75%,max
UMass-MechBayes,51,34.6,13.0,46.7,0.0,4.0,48.5,238.0
YYG-ParamSearch,51,37.8,14.7,49.5,0.1,4.9,54.5,204.1
UCLA-SuEIR,51,38.2,23.7,50.7,0.1,5.8,45.1,265.5
OliverWyman-Navigator,51,44.2,17.6,57.3,0.2,4.4,64.9,240.8
COVIDhub-ensemble,51,45.0,19.5,56.6,0.3,4.9,57.5,217.3
UA-EpiCovDA,51,53.6,22.0,64.0,0.0,7.0,87.5,251.0
UT-Mobility,51,53.8,22.0,93.2,0.0,4.8,52.5,551.0
LANL-GrowthRate,51,55.5,27.1,77.0,0.2,7.0,63.4,399.5
MOBS-GLEAM_COVID,50,56.2,27.3,66.9,0.0,5.7,87.6,257.5
Baseline,51,61.2,23.6,95.0,0.0,3.9,64.6,464.0
IHME-CurveFit,51,61.8,27.0,74.5,0.2,6.9,96.0,298.8
COVIDhub-baseline,51,71.8,23.0,121.3,0.0,4.0,82.5,572.9
Covid19Sim-Simulator,51,72.0,41.0,83.7,0.1,8.2,113.9,407.2
PSI-DRAFT,51,80.0,28.0,219.5,0.0,7.5,72.5,1551.5
CovidAnalytics-DELPHI,51,80.4,22.0,122.6,0.0,10.5,106.5,713.0
JHU_IDD-CovidSP,51,84.0,43.0,145.3,0.4,14.6,82.9,934.6
IowaStateLW-STEM,49,90.4,36.0,134.9,0.0,9.0,75.5,535.0
USACE-ERDC_SEIR,51,93.9,41.6,167.1,1.5,5.1,115.1,1066.8
CovidActNow-SEIR_CAN,51,94.9,31.5,177.2,1.0,10.7,100.1,1145.9
CU-select,51,100.2,32.0,160.6,0.0,5.5,126.5,745.0
SWC-TerminusCM,51,185.6,25.0,904.7,0.0,6.5,61.0,6472.0
Auquan-SEIR,51,591.4,296.0,830.3,5.0,128.5,770.5,4492.0
