,predicted_cases,actual_cases,error,perc_error
CovidAnalytics-DELPHI,4832409.0,4736601,95808.0,2.0%
OliverWyman-Navigator,4626858.0,4736601,-109743.0,-2.3%
BPagano-RtDriven,4965351.9,4736601,228750.9,4.8%
OneQuietNight-ML,4475413.0,4736601,-261188.0,-5.5%
TTU-squider,4464233.1,4736601,-272367.9,-5.8%
QJHong-Encounter,4457678.0,4736601,-278923.0,-5.9%
Columbia_UNC-SurvCon,4369393.0,4736601,-367208.0,-7.8%
IEM_MED-CovidProject,4295136.6,4736601,-441464.4,-9.3%
USC-SI_kJalpha,4249420.0,4736601,-487181.0,-10.3%
IowaStateLW-STEM,4206336.0,4736601,-530265.0,-11.2%
UCF-AEM,4200765.0,4736601,-535836.0,-11.3%
COVIDhub-ensemble,4112801.0,4736601,-623800.0,-13.2%
JHUAPL-Bucky,4070683.1,4736601,-665917.9,-14.1%
UVA-Ensemble,4040937.9,4736601,-695663.1,-14.7%
Covid19Sim-Simulator,4026641.7,4736601,-709959.3,-15.0%
Microsoft-DeepSTIA,4021667.6,4736601,-714933.4,-15.1%
LANL-GrowthRate,4000597.5,4736601,-736003.5,-15.5%
COVIDhub-baseline,3981129.0,4736601,-755472.0,-15.9%
CEID-Walk,3955841.1,4736601,-780759.9,-16.5%
JCB-PRM,5535322.3,4736601,798721.3,16.9%
IBF-TimeSeries,3762013.0,4736601,-974588.0,-20.6%
JHU_CSSE-DECOM,3756897.0,4736601,-979704.0,-20.7%
RobertWalraven-ESG,3583644.6,4736601,-1152956.4,-24.3%
LNQ-ens1,3580020.3,4736601,-1156580.7,-24.4%
UCLA-SuEIR,3515961.6,4736601,-1220639.4,-25.8%
CU-select,3387284.0,4736601,-1349317.0,-28.5%
JHU_IDD-CovidSP,3328391.6,4736601,-1408209.4,-29.7%
Karlen-pypm,6166788.0,4736601,1430187.0,30.2%
UMich-RidgeTfReg,3020659.5,4736601,-1715941.5,-36.2%
DDS-NBDS,28375644.2,4736601,23639043.2,499.1%
Google_Harvard-CPF,,4736601,,
JHU_UNC_GAS-StatMechPool,,4736601,,
UCSB-ACTS,,4736601,,
