,total_deaths_2020-06-07,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
OliverWyman-Navigator,113602,115233.5,118287,4719.5,4685.0,34.5,0.7%
YYG-ParamSearch,113602,115264.2,118287,4750.2,4685.0,65.2,1.4%
UCLA-SuEIR,113602,115310.7,118287,4796.7,4685.0,111.7,2.4%
UMass-MechBayes,113602,115320.0,118287,4806.0,4685.0,121.0,2.6%
Geneva-DetGrowth,113602,115412.0,118287,4898.0,4685.0,213.0,4.5%
COVIDhub-ensemble,113602,115494.2,118287,4980.2,4685.0,295.2,6.3%
MOBS-GLEAM_COVID,113602,114900.4,118287,4386.4,4685.0,-298.6,-6.4%
GT-DeepCOVID,113602,114863.9,118287,4349.9,4685.0,-335.1,-7.2%
UT-Mobility,113602,114747.6,118287,4233.6,4685.0,-451.4,-9.6%
CovidAnalytics-DELPHI,113602,115675.0,118287,5161.0,4685.0,476.0,10.2%
LANL-GrowthRate,113602,115707.3,118287,5193.3,4685.0,508.3,10.8%
Imperial-combined,113602,115708.5,118287,5194.5,4685.0,509.5,10.9%
Baseline,113602,115770.9,118287,5256.9,4685.0,571.9,12.2%
CU-select,113602,115784.0,118287,5270.0,4685.0,585.0,12.5%
COVIDhub-baseline,113602,115828.0,118287,5314.0,4685.0,629.0,13.4%
IHME-CurveFit,113602,114426.8,118287,3912.8,4685.0,-772.2,-16.5%
IowaStateLW-STEM,113602,116814.0,118287,6300.0,4685.0,1615.0,34.5%
JHU_IDD-CovidSP,113602,116817.8,118287,6303.8,4685.0,1618.8,34.6%
UA-EpiCovDA,113602,117876.8,118287,7362.8,4685.0,2677.8,57.2%
Covid19Sim-Simulator,113602,110972.4,118287,458.4,4685.0,-4226.6,-90.2%
PSI-DRAFT,113602,110889.5,118287,375.5,4685.0,-4309.5,-92.0%
USACE-ERDC_SEIR,113602,109377.7,118287,-1136.3,4685.0,-5821.3,-124.3%
Auquan-SEIR,113602,133755.0,118287,23241.0,4685.0,18556.0,396.1%
CovidActNow-SEIR_CAN,113602,234167.0,118287,123653.0,4685.0,118968.0,2539.3%
GT_CHHS-COVID19,113602,,118287,,4685.0,,
NotreDame-FRED,113602,,118287,,4685.0,,
SWC-TerminusCM,113602,,118287,,4685.0,,
