,count,mean,median,std,min,25%,75%,max
UMass-MechBayes,51,29055.3,2401.0,81936.3,0.0,50.0,8837.0,492804.0
UCLA-SuEIR,51,36465.0,2000.6,104966.9,0.0,134.8,10231.0,623322.1
COVIDhub-ensemble,51,37225.5,2331.8,87629.0,0.0,209.6,20282.9,472773.2
LANL-GrowthRate,51,54246.0,1661.3,150687.2,0.8,133.6,12218.6,923233.8
IowaStateLW-STEM,49,82984.0,4761.0,362151.0,0.0,325.0,34717.0,2576025.0
YYG-ParamSearch,51,101540.2,3004.8,257370.6,0.0,235.8,50682.5,1512820.8
IHME-CurveFit,51,135366.8,2399.1,412359.2,4.0,625.2,68044.8,2538636.8
UT-Mobility,51,167733.3,4393.8,428386.5,2.0,184.4,49378.6,2153556.2
CovidAnalytics-DELPHI,51,220435.5,6724.0,698607.8,0.0,404.0,66116.0,4368100.0
USACE-ERDC_SEIR,51,234373.6,5508.1,679018.6,0.0,222.0,75039.3,3317035.9
MOBS-GLEAM_COVID,50,279662.2,11755.9,908483.5,0.5,330.8,80338.2,5405932.9
CU-select,50,303260.8,5625.0,1567365.8,0.0,870.5,61818.5,11182336.0
COVIDhub-baseline,51,407397.9,2015.3,1510806.4,0.3,167.3,56732.0,9653188.4
Baseline,51,427765.1,2025.0,1826951.7,0.0,81.0,44852.2,12529577.2
PSI-DRAFT,51,520573.6,12996.0,1953470.3,0.0,733.0,85328.0,12920430.2
Auquan-SEIR,51,575687.1,14400.0,2543633.4,25.0,809.0,137645.0,17740944.0
JHU_IDD-CovidSP,51,3361879.2,243745.2,9115817.4,135.3,60005.2,1669551.0,56281637.8
