,total_deaths_2020-07-26,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
JCB-PRM,147782,161421.9,162498,14486.9,14716,-229.1,-1.6%
STH-3PU,147782,162067.0,162498,15132.0,14716,416.0,2.8%
PSI-DRAFT,147782,162090.0,162498,15155.0,14716,439.0,3.0%
UA-EpiCovDA,147782,160928.0,162498,13993.0,14716,-723.0,-4.9%
MOBS-GLEAM_COVID,147782,160805.2,162498,13870.2,14716,-845.8,-5.7%
QJHong-Encounter,147782,160753.6,162498,13818.6,14716,-897.4,-6.1%
CU-select,147782,162559.0,162498,15624.0,14716,908.0,6.2%
LNQ-ens1,147782,160656.7,162498,13721.7,14716,-994.3,-6.8%
OliverWyman-Navigator,147782,160304.3,162498,13369.3,14716,-1346.7,-9.2%
GT-DeepCOVID,147782,160102.4,162498,13167.4,14716,-1548.6,-10.5%
Columbia_UNC-SurvCon,147782,160012.0,162498,13077.0,14716,-1639.0,-11.1%
UCLA-SuEIR,147782,159965.2,162498,13030.2,14716,-1685.8,-11.5%
CovidAnalytics-DELPHI,147782,159956.0,162498,13021.0,14716,-1695.0,-11.5%
COVIDhub-ensemble,147782,159956.0,162498,13021.0,14716,-1695.0,-11.5%
JHU_IDD-CovidSP,147782,159874.8,162498,12939.8,14716,-1776.2,-12.1%
USACE-ERDC_SEIR,147782,164044.5,162498,17109.5,14716,2393.5,16.3%
YYG-ParamSearch,147782,159233.7,162498,12298.7,14716,-2417.3,-16.4%
COVIDhub-baseline,147782,159141.9,162498,12206.9,14716,-2509.1,-17.1%
UMass-MechBayes,147782,158893.0,162498,11958.0,14716,-2758.0,-18.7%
Baseline,147782,158822.6,162498,11887.6,14716,-2828.4,-19.2%
IHME-CurveFit,147782,158391.6,162498,11456.6,14716,-3259.4,-22.1%
epiforecasts-ensemble1,147782,158148.0,162498,11213.0,14716,-3503.0,-23.8%
IowaStateLW-STEM,147782,158023.0,162498,11088.0,14716,-3628.0,-24.7%
DDS-NBDS,147782,165630.0,162498,18695.0,14716,3979.0,27.0%
UT-Mobility,147782,165761.5,162498,18826.5,14716,4110.5,27.9%
USC-SI_kJalpha,147782,157479.0,162498,10544.0,14716,-4172.0,-28.4%
UMich-RidgeTfReg,147782,156330.2,162498,9395.2,14716,-5320.8,-36.2%
LANL-GrowthRate,147782,155941.8,162498,9006.8,14716,-5709.2,-38.8%
RobertWalraven-ESG,147782,155350.5,162498,8415.5,14716,-6300.5,-42.8%
NotreDame-mobility,147782,154925.4,162498,7990.4,14716,-6725.6,-45.7%
UCM_MESALab-FoGSEIR,147782,154184.0,162498,7249.0,14716,-7467.0,-50.7%
Covid19Sim-Simulator,147782,153885.3,162498,6950.3,14716,-7765.7,-52.8%
Karlen-pypm,147782,153068.0,162498,6133.0,14716,-8583.0,-58.3%
MITCovAlliance-SIR,147782,149303.4,162498,2368.4,14716,-12347.6,-83.9%
CMU-TimeSeries,147782,,162498,,14716,,
GT_CHHS-COVID19,147782,,162498,,14716,,
NotreDame-FRED,147782,,162498,,14716,,
