,count,mean,median,std,min,25%,75%,max
USC-SI_kJalpha,51,53971.3,1102.7,149546.1,0.0,89.0,23447.5,751837.8
OliverWyman-Navigator,51,54548.1,1508.6,231078.8,0.0,88.6,9350.1,1607269.8
UA-EpiCovDA,51,56660.3,1600.0,256762.6,0.0,156.5,9906.5,1792921.0
PSI-DRAFT,50,60170.1,3364.0,154203.1,1.0,188.5,19601.0,744769.0
COVIDhub-ensemble,51,63066.8,1296.0,358959.7,1.0,145.0,6898.0,2566404.0
LNQ-ens1,51,65568.7,1433.2,392971.3,4.0,166.2,6286.1,2811245.1
UMass-MechBayes,51,77779.2,784.0,453955.8,0.0,49.0,11029.0,3240000.0
IowaStateLW-STEM,49,94285.0,4900.0,408520.3,1.0,400.0,25970.5,2896804.0
IHME-CurveFit,51,95028.1,3554.7,236848.8,1.1,560.9,33213.8,1281171.4
YYG-ParamSearch,51,96805.4,1292.3,562078.3,0.0,129.9,7313.6,4010013.9
CovidAnalytics-DELPHI,51,103598.2,1225.0,587737.5,1.0,156.5,14893.0,4202500.0
UT-Mobility,51,107438.6,1444.0,447744.9,1.0,100.0,12155.1,2790570.2
MOBS-GLEAM_COVID,50,112603.5,3193.3,311390.4,0.0,172.6,23672.4,1841786.9
CMU-TimeSeries,51,115731.9,784.0,654051.0,1.0,145.0,5262.5,4652649.0
Covid19Sim-Simulator,51,117931.0,1268.9,692569.9,0.0,59.7,10340.7,4954851.1
JHU_IDD-CovidSP,51,125811.5,7736.4,519749.2,11.2,905.1,28972.3,3418616.1
CU-select,51,129744.1,1369.0,676614.6,0.0,156.5,11774.5,4818025.0
Baseline,51,141031.9,1347.9,687446.3,0.3,113.8,16258.5,4821161.2
COVIDhub-baseline,51,143078.2,1158.5,659806.4,0.2,182.5,18526.2,4578905.1
UCLA-SuEIR,51,162603.9,1377.2,848310.2,0.8,170.7,10671.9,5973373.0
NotreDame-mobility,51,162698.5,2435.3,626448.0,0.1,147.5,27128.4,4136679.6
GT-DeepCOVID,45,176508.4,1846.7,823953.9,0.1,408.8,24586.1,5547143.5
LANL-GrowthRate,51,225805.2,2089.7,1098674.2,0.0,324.9,17688.4,7601587.0
USACE-ERDC_SEIR,51,681461.4,4960.8,3168430.0,1.0,369.7,72031.4,21707718.1
MITCovAlliance-SIR,51,1005699.4,3196.6,3895353.0,0.7,129.8,47126.0,21125973.7
Karlen-pypm,51,3205197.0,2209.0,21744662.9,0.6,110.3,24793.2,155381211.0
RobertWalraven-ESG,48,22150918.7,175561.0,74306814.7,0.8,5991.8,1253609.7,397453665.3
