,predicted_cases,actual_cases,error,perc_error
USACE-ERDC_SEIR,886205.7,885573,632.7,0.1%
Columbia_UNC-SurvCon,893150.0,885573,7577.0,0.9%
CovidAnalytics-DELPHI,905953.0,885573,20380.0,2.3%
COVIDhub-ensemble,911708.0,885573,26135.0,3.0%
TTU-squider,911819.3,885573,26246.3,3.0%
LNQ-ens1,912505.9,885573,26932.9,3.0%
UCLA-SuEIR,918251.8,885573,32678.8,3.7%
OliverWyman-Navigator,923716.0,885573,38143.0,4.3%
USC-SI_kJalpha,812017.0,885573,-73556.0,-8.3%
IowaStateLW-STEM,975246.0,885573,89673.0,10.1%
Covid19Sim-Simulator,776477.8,885573,-109095.2,-12.3%
Karlen-pypm,1014213.0,885573,128640.0,14.5%
QJHong-Encounter,1046901.8,885573,161328.8,18.2%
LANL-GrowthRate,707050.7,885573,-178522.3,-20.2%
CEID-Walk,1079226.1,885573,193653.1,21.9%
RobertWalraven-ESG,687703.3,885573,-197869.7,-22.3%
COVIDhub-baseline,1089708.0,885573,204135.0,23.1%
JHU_IDD-CovidSP,1128773.5,885573,243200.5,27.5%
DDS-NBDS,1137809.9,885573,252236.9,28.5%
UMich-RidgeTfReg,1155552.6,885573,269979.6,30.5%
CU-select,1243235.0,885573,357662.0,40.4%
