,total_deaths_2020-08-02,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IHME-CurveFit,155637,192299.4,193757,37439.4,38120,-680.6,-1.8%
Covid19Sim-Simulator,155637,191190.2,193757,36330.2,38120,-1789.8,-4.7%
YYG-ParamSearch,155637,195752.6,193757,40892.6,38120,2772.6,7.3%
CovidAnalytics-DELPHI,155637,189997.0,193757,35137.0,38120,-2983.0,-7.8%
UCLA-SuEIR,155637,196281.8,193757,41421.8,38120,3301.8,8.7%
IowaStateLW-STEM,155637,188946.0,193757,34086.0,38120,-4034.0,-10.6%
USC-SI_kJalpha,155637,199010.0,193757,44150.0,38120,6030.0,15.8%
Columbia_UNC-SurvCon,155637,186856.0,193757,31996.0,38120,-6124.0,-16.1%
Baseline,155637,201277.9,193757,46417.9,38120,8297.9,21.8%
QJHong-Encounter,155637,201570.5,193757,46710.5,38120,8590.5,22.5%
NotreDame-mobility,155637,182758.7,193757,27898.7,38120,-10221.3,-26.8%
USACE-ERDC_SEIR,155637,207517.6,193757,52657.6,38120,14537.6,38.1%
LANL-GrowthRate,155637,177614.5,193757,22754.5,38120,-15365.5,-40.3%
MITCovAlliance-SIR,155637,175662.5,193757,20802.5,38120,-17317.5,-45.4%
STH-3PU,155637,257168.0,193757,102308.0,38120,64188.0,168.4%
PSI-DRAFT,155637,269032.0,193757,114172.0,38120,76052.0,199.5%
NotreDame-FRED,155637,,193757,,38120,,
