,total_deaths_2020-09-06,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UMass-MechBayes,189059,193636.0,193757,4695.0,4698,-3.0,-0.1%
IowaStateLW-STEM,189059,193636.0,193757,4695.0,4698,-3.0,-0.1%
YYG-ParamSearch,189059,193612.7,193757,4671.7,4698,-26.3,-0.6%
MOBS-GLEAM_COVID,189059,193720.9,193757,4779.9,4698,81.9,1.7%
NotreDame-mobility,189059,193771.5,193757,4830.5,4698,132.5,2.8%
UCSD_NEU-DeepGLEAM,189059,193491.7,193757,4550.7,4698,-147.3,-3.1%
SteveMcConnell-CovidComplete,189059,193799.0,193757,4858.0,4698,160.0,3.4%
UMich-RidgeTfReg,189059,193865.2,193757,4924.2,4698,226.2,4.8%
COVIDhub-ensemble,189059,193878.0,193757,4937.0,4698,239.0,5.1%
CovidAnalytics-DELPHI,189059,193893.0,193757,4952.0,4698,254.0,5.4%
QJHong-Encounter,189059,193952.8,193757,5011.8,4698,313.8,6.7%
Karlen-pypm,189059,193959.0,193757,5018.0,4698,320.0,6.8%
Covid19Sim-Simulator,189059,193971.4,193757,5030.4,4698,332.4,7.1%
GT-DeepCOVID,189059,194002.5,193757,5061.5,4698,363.5,7.7%
OliverWyman-Navigator,189059,194006.1,193757,5065.1,4698,367.1,7.8%
Baseline,189059,194012.7,193757,5071.7,4698,373.7,8.0%
LNQ-ens1,189059,194041.8,193757,5100.8,4698,402.8,8.6%
JCB-PRM,189059,194052.9,193757,5111.9,4698,413.9,8.8%
CU-select,189059,193123.0,193757,4182.0,4698,-516.0,-11.0%
UCLA-SuEIR,189059,194166.0,193757,5225.0,4698,527.0,11.2%
IHME-CurveFit,189059,193071.2,193757,4130.2,4698,-567.8,-12.1%
DDS-NBDS,189059,194207.4,193757,5266.4,4698,568.4,12.1%
UA-EpiCovDA,189059,194208.0,193757,5267.0,4698,569.0,12.1%
Geneva-DetGrowth,189059,194229.4,193757,5288.4,4698,590.4,12.6%
JHU_IDD-CovidSP,189059,192975.4,193757,4034.4,4698,-663.6,-14.1%
COVIDhub-baseline,189059,194362.0,193757,5421.0,4698,723.0,15.4%
epiforecasts-ensemble1,189059,194368.0,193757,5427.0,4698,729.0,15.5%
WalmartLabsML-LogForecasting,189059,192904.3,193757,3963.3,4698,-734.7,-15.6%
USC-SI_kJalpha,189059,194374.0,193757,5433.0,4698,735.0,15.6%
CEID-Walk,189059,194388.4,193757,5447.4,4698,749.4,16.0%
Columbia_UNC-SurvCon,189059,194395.0,193757,5454.0,4698,756.0,16.1%
USACE-ERDC_SEIR,189059,194406.0,193757,5465.0,4698,767.0,16.3%
PSI-DRAFT,189059,194455.5,193757,5514.5,4698,816.5,17.4%
RPI_UW-Mob_Collision,189059,194547.8,193757,5606.8,4698,908.8,19.3%
MIT_CritData-GBCF,189059,194565.2,193757,5624.2,4698,926.2,19.7%
JHUAPL-Bucky,189059,194580.4,193757,5639.4,4698,941.4,20.0%
LANL-GrowthRate,189059,192537.0,193757,3596.0,4698,-1102.0,-23.5%
UCM_MESALab-FoGSEIR,189059,192351.0,193757,3410.0,4698,-1288.0,-27.4%
IQVIA_ACOE-STAN,189059,194978.0,193757,6037.0,4698,1339.0,28.5%
RobertWalraven-ESG,189059,192079.5,193757,3138.5,4698,-1559.5,-33.2%
STH-3PU,189059,190901.0,193757,1960.0,4698,-2738.0,-58.3%
IBF-TimeSeries,189059,198482.4,193757,9541.4,4698,4843.4,103.1%
CMU-TimeSeries,189059,,193757,,4698,,
GT_CHHS-COVID19,189059,,193757,,4698,,
Google_Harvard-CPF,189059,,193757,,4698,,
MITCovAlliance-SIR,189059,,193757,,4698,,
NotreDame-FRED,189059,,193757,,4698,,
