,predicted_cases,actual_cases,error,perc_error
USACE-ERDC_SEIR,373043.3,377108,-4064.7,-1.1%
Columbia_UNC-SurvCon,388223.0,377108,11115.0,2.9%
RobertWalraven-ESG,396906.0,377108,19798.0,5.2%
QJHong-Encounter,402824.1,377108,25716.1,6.8%
UMich-RidgeTfReg,350089.2,377108,-27018.8,-7.2%
DDS-NBDS,407455.6,377108,30347.6,8.0%
LNQ-ens1,408993.2,377108,31885.2,8.5%
USC-SI_kJalpha,419507.0,377108,42399.0,11.2%
CovidAnalytics-DELPHI,426809.0,377108,49701.0,13.2%
LANL-GrowthRate,324705.9,377108,-52402.1,-13.9%
COVIDhub-ensemble,434142.0,377108,57034.0,15.1%
COVIDhub-baseline,441474.0,377108,64366.0,17.1%
Geneva-DetGrowth,443586.4,377108,66478.4,17.6%
OliverWyman-Navigator,447394.0,377108,70286.0,18.6%
JHU_IDD-CovidSP,450080.6,377108,72972.6,19.4%
IowaStateLW-STEM,454694.0,377108,77586.0,20.6%
UCLA-SuEIR,488980.7,377108,111872.7,29.7%
Covid19Sim-Simulator,521927.0,377108,144819.0,38.4%
Karlen-pypm,532819.6,377108,155711.6,41.3%
IHME-CurveFit,815576.7,377108,438468.7,116.3%
