,count,mean,median,std,min,25%,75%,max
Baseline,51,178758.1,30127.0,647636.8,1.0,7737.0,119968.8,4597961.2
COVIDhub-ensemble,51,190043.9,40401.0,416801.9,9.0,5200.0,97994.0,2096704.0
Karlen-pypm,51,204148.6,58418.9,538967.5,0.0,2043.1,142811.7,2829796.8
BPagano-RtDriven,51,213103.6,10893.9,626152.6,1.6,1629.1,79637.3,3812432.0
GT-DeepCOVID,50,214397.7,39702.0,522401.8,1.0,4617.6,199609.8,3268328.9
COVIDhub-baseline,51,237193.5,34490.3,730185.9,4.0,4751.9,100843.1,4706862.1
UMass-MechBayes,51,237323.4,30276.0,733666.4,36.0,3025.0,122504.0,4145296.0
SteveMcConnell-CovidComplete,51,241193.8,30276.0,538090.3,4.0,4797.0,105956.5,2175625.0
MOBS-GLEAM_COVID,50,275548.3,42997.8,736379.0,0.4,9350.9,162411.7,3924569.1
Google_Harvard-CPF,51,288159.7,57842.1,575625.3,0.0,13364.8,272291.6,2875753.5
MIT_CritData-GBCF,51,294701.2,69169.0,600624.4,9.0,23113.0,288338.5,3549456.0
CEID-Walk,51,296051.8,32300.0,902557.0,4.1,4045.8,120954.4,5268856.6
UCSD_NEU-DeepGLEAM,50,312001.0,56724.6,824629.0,9.5,7588.2,201966.4,4221612.5
Caltech-CS156,51,314368.1,19277.9,1019418.2,17.1,2151.9,63678.9,6377276.5
OliverWyman-Navigator,51,350532.8,47361.8,958686.6,0.0,5904.7,246089.8,6380878.9
epiforecasts-ensemble1,51,359961.7,53824.0,685896.7,225.0,11558.5,189716.5,2480625.0
IowaStateLW-STEM,49,362903.1,36100.0,1033531.9,169.0,9468.5,142616.5,6115729.0
UCLA-SuEIR,51,391491.5,19769.6,1393204.8,5.4,4257.5,163676.8,9077823.4
UA-EpiCovDA,51,396040.8,116281.0,766749.8,16.0,4034.5,396002.0,3892729.0
LNQ-ens1,51,396150.2,43994.2,1254921.8,4.3,5617.0,114970.9,8011361.0
RobertWalraven-ESG,51,401773.1,38372.9,1716469.1,65.8,2262.0,132775.9,12226071.7
CU-select,51,441053.6,51076.0,1153208.5,1.0,6322.5,223409.0,5377761.0
JHU_IDD-CovidSP,51,451801.8,49188.5,1498961.2,107.6,12376.9,137540.1,10171544.9
JHU_CSSE-DECOM,49,518324.6,38809.0,1311834.9,0.0,13725.0,407864.5,8514853.6
DDS-NBDS,51,628912.0,69127.6,1498342.6,8.2,5531.7,524701.7,8740750.3
Microsoft-DeepSTIA,50,660753.3,113706.4,2015277.7,159.5,24806.7,287776.3,13357474.4
USC-SI_kJalpha,51,687230.2,46656.0,1669785.0,9.0,6006.5,216229.0,8773444.0
IHME-CurveFit,51,781705.2,60257.6,1714519.7,91.6,18117.0,494782.8,8341038.7
Columbia_UNC-SurvCon,51,808542.8,64009.0,2172862.6,4.0,7230.5,435636.0,13169641.0
Covid19Sim-Simulator,51,844022.3,16695.2,2631737.6,8.8,5629.4,131131.0,13359058.2
PSI-DRAFT,51,876127.9,36100.0,3757622.1,1.0,4132.0,219312.5,26440164.0
TTU-squider,51,995070.0,99734.1,2299184.9,3.3,13298.8,629242.2,13409460.3
CMU-TimeSeries,51,1117768.1,94249.0,4902602.4,0.0,9613.0,405264.5,34928100.0
LANL-GrowthRate,51,1184861.9,51529.0,4188947.9,1.0,4806.1,288452.0,27788712.2
UCSB-ACTS,51,2073845.8,728583.3,3921581.9,0.0,78655.0,2053127.9,23534557.9
UMich-RidgeTfReg,50,2165556.4,62121.3,9943719.5,10.9,7169.6,334838.2,69482420.5
WalmartLabsML-LogForecasting,51,3829043.1,211583.0,14323037.7,90.2,12559.8,948961.9,97803880.2
AIpert-pwllnod,51,4440382.7,80431.1,25980027.4,5.8,7873.3,360140.5,185793529.5
CovidAnalytics-DELPHI,51,5176137.8,61504.0,25761186.6,4.0,5570.5,674090.0,181279296.0
