,total_deaths_2021-02-07,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
SigSci-TS,469646,479405.0,485911,15929.0,16265,-336.0,-2.1%
CovidAnalytics-DELPHI,469646,479340.0,485911,15864.0,16265,-401.0,-2.5%
LANL-GrowthRate,469646,480213.5,485911,16737.5,16265,472.5,2.9%
IBF-TimeSeries,469646,479204.0,485911,15728.0,16265,-537.0,-3.3%
USC-SI_kJalpha,469646,480316.0,485911,16840.0,16265,575.0,3.5%
UpstateSU-GRU,469646,480335.6,485911,16859.6,16265,594.6,3.7%
Karlen-pypm,469646,479113.3,485911,15637.3,16265,-627.7,-3.9%
OliverWyman-Navigator,469646,480372.3,485911,16896.3,16265,631.3,3.9%
UMass-MechBayes,469646,479094.0,485911,15618.0,16265,-647.0,-4.0%
RobertWalraven-ESG,469646,478913.9,485911,15437.9,16265,-827.1,-5.1%
Caltech-CS156,469646,480726.6,485911,17250.6,16265,985.6,6.1%
FDANIHASU-Sweight,469646,480788.2,485911,17312.2,16265,1047.2,6.4%
COVIDhub-trained_ensemble,469646,480826.0,485911,17350.0,16265,1085.0,6.7%
SteveMcConnell-CovidComplete,469646,478421.0,485911,14945.0,16265,-1320.0,-8.1%
CU-select,469646,478350.0,485911,14874.0,16265,-1391.0,-8.6%
Columbia_UNC-SurvCon,469646,481171.0,485911,17695.0,16265,1430.0,8.8%
MOBS-GLEAM_COVID,469646,481335.5,485911,17859.5,16265,1594.5,9.8%
QJHong-Encounter,469646,481511.6,485911,18035.6,16265,1770.6,10.9%
COVIDhub-ensemble,469646,481512.0,485911,18036.0,16265,1771.0,10.9%
UCSD_NEU-DeepGLEAM,469646,481919.6,485911,18443.6,16265,2178.6,13.4%
JHUAPL-Bucky,469646,477541.8,485911,14065.8,16265,-2199.2,-13.5%
LNQ-ens1,469646,482177.0,485911,18701.0,16265,2436.0,15.0%
UA-EpiCovDA,469646,477266.0,485911,13790.0,16265,-2475.0,-15.2%
IowaStateLW-STEM,469646,482322.0,485911,18846.0,16265,2581.0,15.9%
BPagano-RtDriven,469646,482414.7,485911,18938.7,16265,2673.7,16.4%
UCLA-SuEIR,469646,482436.4,485911,18960.4,16265,2695.4,16.6%
Baseline,469646,482463.4,485911,18987.4,16265,2722.4,16.7%
epiforecasts-ensemble1,469646,482489.0,485911,19013.0,16265,2748.0,16.9%
UMich-RidgeTfReg,469646,482516.6,485911,19040.6,16265,2775.6,17.1%
MIT_CritData-GBCF,469646,482627.0,485911,19151.0,16265,2886.0,17.7%
GT-DeepCOVID,469646,482639.1,485911,19163.1,16265,2898.1,17.8%
RPI_UW-Mob_Collision,469646,482945.3,485911,19469.3,16265,3204.3,19.7%
Microsoft-DeepSTIA,469646,482967.6,485911,19491.6,16265,3226.6,19.8%
AIpert-pwllnod,469646,483356.5,485911,19880.5,16265,3615.5,22.2%
MIT_ISOLAT-Mixtures,469646,483506.0,485911,20030.0,16265,3765.0,23.1%
UChicagoCHATTOPADHYAY-UnIT,469646,483618.9,485911,20142.9,16265,3877.9,23.8%
PSI-DRAFT,469646,483714.5,485911,20238.5,16265,3973.5,24.4%
DDS-NBDS,469646,483815.9,485911,20339.9,16265,4074.9,25.1%
WalmartLabsML-LogForecasting,469646,475299.0,485911,11823.0,16265,-4442.0,-27.3%
TTU-squider,469646,475098.8,485911,11622.8,16265,-4642.2,-28.5%
CEID-Walk,469646,484744.1,485911,21268.1,16265,5003.1,30.8%
COVIDhub-baseline,469646,484808.0,485911,21332.0,16265,5067.0,31.2%
Geneva-DetGrowth,469646,485168.8,485911,21692.8,16265,5427.8,33.4%
IHME-CurveFit,469646,472427.9,485911,8951.9,16265,-7313.1,-45.0%
JHU_IDD-CovidSP,469646,472061.9,485911,8585.9,16265,-7679.1,-47.2%
UCM_MESALab-FoGSEIR,469646,488541.0,485911,25065.0,16265,8800.0,54.1%
Covid19Sim-Simulator,469646,464047.7,485911,571.7,16265,-15693.3,-96.5%
CMU-TimeSeries,469646,,485911,,16265,,
GT_CHHS-COVID19,469646,,485911,,16265,,
Google_Harvard-CPF,469646,,485911,,16265,,
JHU_CSSE-DECOM,469646,,485911,,16265,,
