,count,mean,median,std,min,25%,75%,max
Covid19Sim-Simulator,51,1098682.8,51777.1,3101156.1,175.0,12942.6,579662.6,20094247.7
JHU_IDD-CovidSP,51,1368840.5,94477.6,4080215.3,4.4,23499.8,294537.2,21636589.5
Baseline,51,2056457.1,84431.8,6458307.3,423.2,11727.8,567758.3,41429451.8
COVIDhub-baseline,51,2092769.0,105974.7,6411190.7,15.8,8344.6,850663.9,40796916.5
IowaStateLW-STEM,49,2106411.8,25281.0,7166206.6,225.0,6250.0,453644.5,47748100.0
AIpert-pwllnod,51,2170618.9,276768.3,5619532.0,15.9,21273.3,1121718.5,27465858.4
LANL-GrowthRate,51,2336837.3,87912.2,8951266.4,9.0,25756.6,710048.1,62204769.0
Wadhwani_AI-BayesOpt,44,2832338.6,105147.1,11245497.0,3.7,6314.6,523181.5,74311094.9
PSI-DRAFT,51,3015814.3,89401.0,8387353.8,49.0,6870.1,1013762.5,41628304.0
UCLA-SuEIR,51,3106535.0,74352.7,11634490.2,58.5,11168.5,347477.1,77053694.0
CovidAnalytics-DELPHI,51,4215379.2,177241.0,14571293.7,64.0,16409.0,1405592.5,87385104.0
Columbia_UNC-SurvCon,51,4581213.5,249001.0,17875724.8,16.0,20450.0,1316758.5,126450025.0
JHUAPL-Bucky,51,5094780.7,188109.5,23642852.5,632.2,12879.4,1523932.3,168740376.3
MITCovAlliance-SIR,51,7267351.9,276648.8,35652832.0,7.7,8779.1,1578867.0,251178470.6
WalmartLabsML-LogForecasting,51,11519440.2,991751.2,42919084.8,128.5,47891.7,4071030.2,295331823.2
