,total_deaths_2021-01-31,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
OliverWyman-Navigator,448925,478199.9,485911,36875.9,36986,-110.1,-0.3%
QJHong-Encounter,448925,478603.8,485911,37279.8,36986,293.8,0.8%
COVIDhub-ensemble,448925,478740.0,485911,37416.0,36986,430.0,1.2%
Columbia_UNC-SurvCon,448925,478759.0,485911,37435.0,36986,449.0,1.2%
USC-SI_kJalpha,448925,477846.0,485911,36522.0,36986,-464.0,-1.3%
Caltech-CS156,448925,477504.6,485911,36180.6,36986,-805.4,-2.2%
UChicagoCHATTOPADHYAY-UnIT,448925,479343.3,485911,38019.3,36986,1033.3,2.8%
epiforecasts-ensemble1,448925,479501.0,485911,38177.0,36986,1191.0,3.2%
JHUAPL-Bucky,448925,479562.6,485911,38238.6,36986,1252.6,3.4%
UpstateSU-GRU,448925,477041.0,485911,35717.0,36986,-1269.0,-3.4%
MOBS-GLEAM_COVID,448925,479702.6,485911,38378.6,36986,1392.6,3.8%
SigSci-TS,448925,476780.0,485911,35456.0,36986,-1530.0,-4.1%
RobertWalraven-ESG,448925,476682.7,485911,35358.7,36986,-1627.3,-4.4%
CovidAnalytics-DELPHI,448925,476639.0,485911,35315.0,36986,-1671.0,-4.5%
Microsoft-DeepSTIA,448925,479995.5,485911,38671.5,36986,1685.5,4.6%
COVIDhub-trained_ensemble,448925,476556.0,485911,35232.0,36986,-1754.0,-4.7%
LNQ-ens1,448925,480092.6,485911,38768.6,36986,1782.6,4.8%
UCSD_NEU-DeepGLEAM,448925,480642.2,485911,39318.2,36986,2332.2,6.3%
UMass-MechBayes,448925,475696.0,485911,34372.0,36986,-2614.0,-7.1%
DDS-NBDS,448925,481310.8,485911,39986.8,36986,3000.8,8.1%
Karlen-pypm,448925,474868.8,485911,33544.8,36986,-3441.2,-9.3%
LANL-GrowthRate,448925,474735.5,485911,33411.5,36986,-3574.5,-9.7%
RPI_UW-Mob_Collision,448925,481974.0,485911,40650.0,36986,3664.0,9.9%
MIT_CritData-GBCF,448925,482092.0,485911,40768.0,36986,3782.0,10.2%
UMich-RidgeTfReg,448925,482092.6,485911,40768.6,36986,3782.6,10.2%
UCLA-SuEIR,448925,474426.6,485911,33102.6,36986,-3883.4,-10.5%
Baseline,448925,482316.7,485911,40992.7,36986,4006.7,10.8%
BPagano-RtDriven,448925,482364.9,485911,41040.9,36986,4054.9,11.0%
MIT_ISOLAT-Mixtures,448925,482925.0,485911,41601.0,36986,4615.0,12.5%
TTU-squider,448925,473399.1,485911,32075.1,36986,-4910.9,-13.3%
CEID-Walk,448925,483270.3,485911,41946.3,36986,4960.3,13.4%
COVIDhub-baseline,448925,483640.3,485911,42316.3,36986,5330.3,14.4%
SteveMcConnell-CovidComplete,448925,472895.0,485911,31571.0,36986,-5415.0,-14.6%
JHU_CSSE-DECOM,448925,483958.0,485911,42634.0,36986,5648.0,15.3%
GT-DeepCOVID,448925,472492.9,485911,31168.9,36986,-5817.1,-15.7%
UA-EpiCovDA,448925,472427.0,485911,31103.0,36986,-5883.0,-15.9%
IHME-CurveFit,448925,471885.7,485911,30561.7,36986,-6424.3,-17.4%
FDANIHASU-Sweight,448925,484804.0,485911,43480.0,36986,6494.0,17.6%
CU-select,448925,471437.0,485911,30113.0,36986,-6873.0,-18.6%
JHU_IDD-CovidSP,448925,471382.9,485911,30058.9,36986,-6927.1,-18.7%
UCM_MESALab-FoGSEIR,448925,485348.0,485911,44024.0,36986,7038.0,19.0%
AIpert-pwllnod,448925,485479.2,485911,44155.2,36986,7169.2,19.4%
IowaStateLW-STEM,448925,485747.0,485911,44423.0,36986,7437.0,20.1%
PSI-DRAFT,448925,486263.0,485911,44939.0,36986,7953.0,21.5%
Covid19Sim-Simulator,448925,464383.2,485911,23059.2,36986,-13926.8,-37.7%
WalmartLabsML-LogForecasting,448925,463818.9,485911,22494.9,36986,-14491.1,-39.2%
IBF-TimeSeries,448925,493798.0,485911,52474.0,36986,15488.0,41.9%
CMU-TimeSeries,448925,,485911,,36986,,
Google_Harvard-CPF,448925,,485911,,36986,,
