,count,mean,median,std,min,25%,75%,max
UMass-MechBayes,51,27.4,15.0,40.9,0.0,2.0,35.5,219.0
COVIDhub-ensemble,51,48.2,18.5,70.8,0.4,6.8,58.9,289.9
UCLA-SuEIR,51,49.6,12.5,82.8,0.0,4.7,58.6,447.9
YYG-ParamSearch,51,53.1,15.4,86.7,0.6,3.6,48.2,364.7
LANL-GrowthRate,51,53.3,20.1,93.4,0.2,5.7,55.9,579.6
UT-Mobility,51,56.8,17.0,90.6,0.0,4.0,70.0,435.0
MOBS-GLEAM_COVID,50,64.9,25.5,105.3,0.5,4.3,60.5,510.4
CovidAnalytics-DELPHI,51,68.9,30.0,98.2,0.0,4.5,97.5,428.0
Baseline,51,73.5,20.1,130.7,0.0,5.1,71.5,672.1
CU-select,50,82.6,45.0,106.6,0.0,10.5,115.5,486.0
COVIDhub-baseline,51,92.4,20.0,163.2,0.0,5.5,86.0,851.0
IowaStateLW-STEM,49,96.8,37.0,165.5,0.0,8.5,100.0,980.0
Covid19Sim-Simulator,51,108.0,51.1,140.3,0.3,10.2,145.8,516.2
USACE-ERDC_SEIR,51,112.6,25.9,207.3,0.0,6.9,107.4,1037.0
PSI-DRAFT,51,140.9,27.0,294.9,0.0,6.0,159.5,1765.0
JHU_IDD-CovidSP,51,159.1,77.2,216.0,4.6,41.3,181.9,1083.5
UA-EpiCovDA,51,163.4,71.0,211.3,0.0,19.5,216.0,758.0
Auquan-SEIR,51,327.6,124.0,658.3,4.0,33.5,325.5,4109.0
