,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51,19.9,8.8,22.6,0.3,4.5,26.3,81.9
COVIDhub-ensemble,51,20.7,9.6,26.3,0.2,3.3,26.4,115.2
UCLA-SuEIR,51,21.8,8.6,30.5,0.3,2.5,27.8,124.7
Baseline,51,23.6,12.1,27.3,0.0,4.4,39.1,109.1
UT-Mobility,51,23.9,9.8,29.0,0.1,2.8,33.0,116.8
UMass-MechBayes,51,25.2,12.0,38.9,0.0,4.0,32.0,225.0
COVIDhub-baseline,51,25.7,14.0,31.7,0.0,5.0,33.5,163.0
MOBS-GLEAM_COVID,50,25.7,12.0,28.9,0.2,4.2,40.5,106.1
LANL-GrowthRate,51,26.8,9.2,35.6,0.2,2.5,35.8,137.2
CovidAnalytics-DELPHI,51,31.4,10.0,44.7,0.0,3.0,47.5,247.0
IHME-CurveFit,51,49.5,15.5,61.3,0.4,4.9,91.7,230.2
CovidActNow-SEIR_CAN,51,50.2,20.5,71.9,0.7,8.4,75.4,411.8
CU-select,50,53.8,20.0,84.1,0.0,4.0,71.5,451.0
SWC-TerminusCM,48,55.9,19.0,129.1,0.9,5.0,52.0,883.0
PSI-DRAFT,51,63.8,16.0,151.5,0.0,5.0,48.8,977.5
JHU_IDD-CovidSP,51,64.3,35.5,113.1,1.3,11.4,68.8,735.2
Covid19Sim-Simulator,51,83.1,47.5,108.0,0.3,8.5,100.3,393.6
UA-EpiCovDA,51,87.1,25.0,170.0,1.0,6.5,92.0,909.0
IowaStateLW-STEM,49,90.6,31.0,146.2,0.0,5.5,77.5,830.0
USACE-ERDC_SEIR,51,127.4,26.9,291.9,0.3,7.0,77.0,1653.3
Auquan-SEIR,51,283.4,99.0,536.4,4.0,47.0,316.5,3532.0
