,count,mean,median,std,min,25%,75%,max
IowaStateLW-STEM,49,2120794667.0,121969936.0,6501573144.5,51984.0,16434768.5,1077614788.0,39838962409.0
JHU_IDD-CovidSP,51,2741631820.3,200529918.7,8583141013.0,185.9,14816120.7,1176488076.7,44570507513.2
CU-select,51,2822717350.6,817216569.0,5652781698.2,1600.0,44759329.0,2820979922.0,30492842884.0
COVIDhub-baseline,51,3483641262.7,56821444.0,12577706829.6,47524.0,13828256.0,925347036.5,74668841536.0
UCLA-SuEIR,51,4810127115.7,249579715.4,18375108823.1,13245.7,27967378.7,2433556903.1,129658804359.9
USC-SI_kJalpha,51,5488551096.7,180687364.0,19348235651.1,2401.0,9980784.5,1758850536.5,130077078244.0
Covid19Sim-Simulator,51,6418889628.6,62790579.7,33487945922.0,12.6,3110241.9,931902216.7,235903571946.7
CovidAnalytics-DELPHI,51,7114634673.4,327682404.0,21633185827.1,33489.0,72044732.5,2596449245.0,130771194129.0
LANL-GrowthRate,51,19760411999.1,183656704.0,124749323729.3,24025.0,8712500.0,734723730.6,891037826704.0
JHUAPL-Bucky,51,37627430331.4,1409525627.3,238201836334.5,314405.6,109771154.8,3342443448.1,1704182282653.2
JCB-PRM,51,42665762591.5,187092739.1,273800792301.1,170097.8,31473445.8,1565856822.4,1956599787261.3
Karlen-pypm,51,249017351033.4,187139664.0,1728104732738.2,211324.1,27260605.0,939263948.4,12346956291917.0
