,total_deaths_2020-06-14,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UMass-MechBayes,118629,132060.0,135236,16328.0,16607,-279.0,-1.7%
Covid19Sim-Simulator,118629,132622.4,135236,16890.4,16607,283.4,1.7%
STH-3PU,118629,132686.0,135236,16954.0,16607,347.0,2.1%
IowaStateLW-STEM,118629,131946.0,135236,16214.0,16607,-393.0,-2.4%
UT-Mobility,118629,133290.0,135236,17558.0,16607,951.0,5.7%
MOBS-GLEAM_COVID,118629,131159.1,135236,15427.1,16607,-1179.9,-7.1%
OliverWyman-Navigator,118629,133651.7,135236,17919.7,16607,1312.7,7.9%
IHME-CurveFit,118629,134216.3,135236,18484.3,16607,1877.3,11.3%
CovidAnalytics-DELPHI,118629,134421.0,135236,18689.0,16607,2082.0,12.5%
USACE-ERDC_SEIR,118629,130235.7,135236,14503.7,16607,-2103.3,-12.7%
YYG-ParamSearch,118629,134452.2,135236,18720.2,16607,2113.2,12.7%
LANL-GrowthRate,118629,135076.5,135236,19344.5,16607,2737.5,16.5%
PSI-DRAFT,118629,135318.5,135236,19586.5,16607,2979.5,17.9%
COVIDhub-ensemble,118629,135461.2,135236,19729.2,16607,3122.2,18.8%
Baseline,118629,135623.3,135236,19891.3,16607,3284.3,19.8%
epiforecasts-ensemble1,118629,135700.0,135236,19968.0,16607,3361.0,20.2%
GT-DeepCOVID,118629,136549.8,135236,20817.8,16607,4210.8,25.4%
COVIDhub-baseline,118629,136695.6,135236,20963.6,16607,4356.6,26.2%
UCLA-SuEIR,118629,127288.2,135236,11556.2,16607,-5050.8,-30.4%
CovidActNow-SEIR_CAN,118629,139047.0,135236,23315.0,16607,6708.0,40.4%
CU-select,118629,142587.0,135236,26855.0,16607,10248.0,61.7%
JHU_IDD-CovidSP,118629,143211.9,135236,27479.9,16607,10872.9,65.5%
UA-EpiCovDA,118629,148183.0,135236,32451.0,16607,15844.0,95.4%
Auquan-SEIR,118629,161456.0,135236,45724.0,16607,29117.0,175.3%
GT_CHHS-COVID19,118629,,135236,,16607,,
NotreDame-FRED,118629,,135236,,16607,,
SWC-TerminusCM,118629,,135236,,16607,,
