,total_deaths_2020-07-05,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Columbia_UNC-SurvCon,130311,134759.0,135236,4812.0,4925,-113.0,-2.3%
USACE-ERDC_SEIR,130311,134701.5,135236,4754.5,4925,-170.5,-3.5%
CovidActNow-SEIR_CAN,130311,134668.0,135236,4721.0,4925,-204.0,-4.1%
JHU_IDD-CovidSP,130311,134140.8,135236,4193.8,4925,-731.2,-14.8%
UMass-MechBayes,130311,133988.0,135236,4041.0,4925,-884.0,-17.9%
MOBS-GLEAM_COVID,130311,133930.1,135236,3983.1,4925,-941.9,-19.1%
Auquan-SEIR,130311,135877.0,135236,5930.0,4925,1005.0,20.4%
USC-SI_kJalpha,130311,135916.7,135236,5969.7,4925,1044.7,21.2%
UT-Mobility,130311,133680.5,135236,3733.5,4925,-1191.5,-24.2%
OliverWyman-Navigator,130311,133638.9,135236,3691.9,4925,-1233.1,-25.0%
COVIDhub-ensemble,130311,133482.4,135236,3535.4,4925,-1389.6,-28.2%
QJHong-Encounter,130311,136303.5,135236,6356.5,4925,1431.5,29.1%
COVIDhub-baseline,130311,133232.0,135236,3285.0,4925,-1640.0,-33.3%
CU-select,130311,136517.0,135236,6570.0,4925,1645.0,33.4%
Baseline,130311,133021.6,135236,3074.6,4925,-1850.4,-37.6%
LANL-GrowthRate,130311,132993.0,135236,3046.0,4925,-1879.0,-38.2%
YYG-ParamSearch,130311,132984.7,135236,3037.7,4925,-1887.3,-38.3%
UCLA-SuEIR,130311,132969.7,135236,3022.7,4925,-1902.3,-38.6%
Geneva-DetGrowth,130311,132945.1,135236,2998.1,4925,-1926.9,-39.1%
PSI-DRAFT,130311,132794.5,135236,2847.5,4925,-2077.5,-42.2%
NotreDame-mobility,130311,132666.9,135236,2719.9,4925,-2205.1,-44.8%
UA-EpiCovDA,130311,132602.0,135236,2655.0,4925,-2270.0,-46.1%
CovidAnalytics-DELPHI,130311,137194.0,135236,7247.0,4925,2322.0,47.1%
UMich-RidgeTfReg,130311,132525.9,135236,2578.9,4925,-2346.1,-47.6%
IHME-CurveFit,130311,132439.9,135236,2492.9,4925,-2432.1,-49.4%
IowaStateLW-STEM,130311,137311.0,135236,7364.0,4925,2439.0,49.5%
Covid19Sim-Simulator,130311,132336.6,135236,2389.6,4925,-2535.4,-51.5%
STH-3PU,130311,132135.0,135236,2188.0,4925,-2737.0,-55.6%
epiforecasts-ensemble1,130311,131644.3,135236,1697.3,4925,-3227.7,-65.5%
MITCovAlliance-SIR,130311,130306.8,135236,359.8,4925,-4565.2,-92.7%
GT-DeepCOVID,130311,125416.3,135236,-4530.7,4925,-9455.7,-192.0%
RobertWalraven-ESG,130311,122197.0,135236,-7750.0,4925,-12675.0,-257.4%
GT_CHHS-COVID19,130311,,135236,,4925,,
NotreDame-FRED,130311,,135236,,4925,,
