,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51,41.3,25.0,73.4,0.1,3.9,52.1,490.6
UT-Mobility,51,49.7,29.0,84.0,0.0,7.5,55.8,548.5
YYG-ParamSearch,51,50.7,26.2,94.1,0.1,6.0,48.7,601.6
IHME-CurveFit,51,52.3,22.0,80.2,1.2,5.1,57.6,421.8
UMass-MechBayes,51,54.3,14.0,112.0,0.0,4.0,48.0,618.0
USC-SI_kJalpha,51,55.5,22.0,100.4,0.4,4.2,65.2,609.2
OliverWyman-Navigator,51,58.2,24.1,89.4,0.3,6.7,68.8,521.4
LANL-GrowthRate,51,69.0,23.6,122.9,0.1,7.4,84.5,747.6
Auquan-SEIR,51,73.4,41.0,155.2,0.0,7.5,65.0,948.0
UCLA-SuEIR,51,73.9,19.1,121.0,0.4,9.1,87.4,647.4
SWC-TerminusCM,48,78.3,37.0,133.7,1.0,7.5,69.0,725.0
MOBS-GLEAM_COVID,50,83.6,37.3,140.0,0.4,15.9,74.0,800.3
CovidAnalytics-DELPHI,51,87.2,17.0,153.4,0.0,6.5,87.0,744.0
JHU_IDD-CovidSP,51,90.8,48.3,119.4,0.3,19.4,87.1,662.9
IowaStateLW-STEM,49,96.9,38.0,167.0,0.0,8.0,79.5,895.0
PSI-DRAFT,51,99.9,30.0,228.0,0.0,7.0,85.8,1370.5
UA-EpiCovDA,51,105.8,21.0,351.3,0.0,5.0,58.5,2438.0
Covid19Sim-Simulator,51,118.3,27.0,328.5,0.6,7.5,85.4,2260.2
Baseline,51,119.1,24.7,458.7,0.0,4.9,48.1,3231.1
COVIDhub-baseline,51,126.6,21.0,491.6,0.0,4.0,60.4,3471.0
NotreDame-mobility,51,129.6,22.0,456.7,0.6,6.3,72.5,3190.8
MITCovAlliance-SIR,51,193.2,47.5,367.3,0.5,15.2,162.9,2205.1
CU-select,51,222.2,63.0,497.5,0.0,10.5,202.0,3235.0
USACE-ERDC_SEIR,51,222.3,55.5,391.6,0.8,17.8,212.3,1976.9
