,predicted_cases,actual_cases,error,perc_error
JHUAPL-Bucky,912465.4,953573,-41107.6,-4.3%
OliverWyman-Navigator,1003224.0,953573,49651.0,5.2%
CU-select,1003647.0,953573,50074.0,5.3%
QJHong-Encounter,887246.2,953573,-66326.8,-7.0%
LNQ-ens1,883580.8,953573,-69992.2,-7.3%
UMich-RidgeTfReg,878698.6,953573,-74874.4,-7.9%
USACE-ERDC_SEIR,1036613.4,953573,83040.4,8.7%
CEID-Walk,840285.6,953573,-113287.4,-11.9%
COVIDhub-baseline,839541.0,953573,-114032.0,-12.0%
IBF-TimeSeries,835232.0,953573,-118341.0,-12.4%
USC-SI_kJalpha,833469.0,953573,-120104.0,-12.6%
JCB-PRM,798680.3,953573,-154892.7,-16.2%
COVIDhub-ensemble,778844.0,953573,-174729.0,-18.3%
IowaStateLW-STEM,771841.0,953573,-181732.0,-19.1%
Columbia_UNC-SurvCon,724734.0,953573,-228839.0,-24.0%
UCLA-SuEIR,712921.7,953573,-240651.3,-25.2%
Karlen-pypm,711095.2,953573,-242477.8,-25.4%
DDS-NBDS,1246851.1,953573,293278.1,30.8%
LANL-GrowthRate,646327.4,953573,-307245.6,-32.2%
JHU_IDD-CovidSP,590594.1,953573,-362978.9,-38.1%
Covid19Sim-Simulator,561359.5,953573,-392213.5,-41.1%
RobertWalraven-ESG,513952.1,953573,-439620.9,-46.1%
CovidAnalytics-DELPHI,449184.0,953573,-504389.0,-52.9%
