,predicted_cases,actual_cases,error,perc_error
Columbia_UNC-SurvCon,1189588.0,1180403,9185.0,0.8%
USC-SI_kJalpha,1150228.0,1180403,-30175.0,-2.6%
CovidAnalytics-DELPHI,1232438.0,1180403,52035.0,4.4%
USACE-ERDC_SEIR,1232453.7,1180403,52050.7,4.4%
UMich-RidgeTfReg,1326504.0,1180403,146101.0,12.4%
QJHong-Encounter,1329909.8,1180403,149506.8,12.7%
LANL-GrowthRate,976638.9,1180403,-203764.1,-17.3%
COVIDhub-baseline,1399824.0,1180403,219421.0,18.6%
COVIDhub-ensemble,1401184.0,1180403,220781.0,18.7%
IowaStateLW-STEM,1407897.0,1180403,227494.0,19.3%
DDS-NBDS,935281.1,1180403,-245121.9,-20.8%
RobertWalraven-ESG,1495629.9,1180403,315226.9,26.7%
JHU_IDD-CovidSP,1518897.5,1180403,338494.5,28.7%
UCLA-SuEIR,1527808.2,1180403,347405.2,29.4%
LNQ-ens1,1656088.1,1180403,475685.1,40.3%
OliverWyman-Navigator,1766031.0,1180403,585628.0,49.6%
Covid19Sim-Simulator,1884437.9,1180403,704034.9,59.6%
Karlen-pypm,1996070.7,1180403,815667.7,69.1%
IHME-CurveFit,2326722.8,1180403,1146319.8,97.1%
