,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,19440794.5,791566.7,65351694.8,495.5,136146.7,4006810.6,351383119.1
USC-SI_kJalpha,51,23763502.1,964324.0,71000608.8,361.0,103210.0,4692085.0,429152656.0
RobertWalraven-ESG,49,27944482.1,1349268.1,92368854.2,160.3,157551.8,10186037.2,492975873.4
COVIDhub-ensemble,51,33362885.3,984064.0,146516591.3,625.0,98138.0,3960570.5,1013530896.0
USACE-ERDC_SEIR,51,40284468.9,668758.9,177037481.5,1078.9,113180.9,6997749.3,1076092019.6
OliverWyman-Navigator,51,42617331.7,3218436.0,127708821.9,1521.0,345104.5,11700126.5,849023044.0
JHU_IDD-CovidSP,51,43986654.1,4370761.7,123504390.0,2143.7,502934.0,26916212.6,827049405.0
DDS-NBDS,51,45746078.4,438921.4,201990585.5,9.8,70592.0,7593318.9,1406828894.1
COVIDhub-baseline,51,50588887.2,1357225.0,243427353.6,1024.0,77582.5,8590482.5,1716030625.0
UCLA-SuEIR,51,54829075.3,1875115.6,167581468.4,22.7,197361.2,13023878.2,813389173.7
IowaStateLW-STEM,49,75540974.7,1413721.0,300219433.9,16.0,116041.0,6504616.0,1947015625.0
LANL-GrowthRate,51,107321079.4,877849.9,539107248.3,2179.1,67619.8,7330490.3,3627427720.9
Covid19Sim-Simulator,51,158681003.5,5567440.6,685740712.3,210.3,815114.5,32526037.3,4814437021.0
CovidAnalytics-DELPHI,51,165645625.6,7414729.0,549601175.4,49.0,1126962.5,49014577.0,3225217681.0
Karlen-pypm,51,214947659.4,18306418.0,950141662.2,30.2,1600861.0,89471924.2,6742265587.7
IHME-CurveFit,51,2255203730.2,11164667.3,10288877579.3,1835.1,586493.0,205469290.6,69628669961.2
