,count,mean,median,std,min,25%,75%,max
COVIDhub-baseline,51,121814144.5,8317456.0,425601866.1,1.0,1615765.0,59667920.0,2925836281.0
LNQ-ens1,50,123573564.9,7545530.8,364756792.5,637.4,894436.1,47853410.3,2294637847.9
OliverWyman-Navigator,51,181891475.4,13727025.0,571969151.7,6561.0,1495925.0,77261465.0,3183554929.0
USACE-ERDC_SEIR,51,390920734.8,77814920.9,1098191460.9,7894.3,10236108.7,360163165.2,7492520873.0
CovidAnalytics-DELPHI,51,459996197.5,115777600.0,1237969675.5,6400.0,8620121.0,399898133.0,8383233600.0
JHU_IDD-CovidSP,51,1036234972.4,26526929.2,4400393810.6,55306.5,2115644.9,198975054.4,30431791861.4
UCLA-SuEIR,51,1117733771.7,14727709.3,5355057335.2,11.6,1852733.9,93363818.7,36242793245.3
USC-SI_kJalpha,51,1310026796.1,32422794.3,6457695453.0,1246.3,5010237.9,253325274.3,45705620550.0
RobertWalraven-ESG,51,2142283228.6,84428792.5,8444665479.6,7184.9,11152852.6,512594072.1,55998836905.6
LANL-GrowthRate,51,2296019679.1,51088290.1,11765701035.4,4358.1,4813670.1,216188759.3,81421953123.6
IowaStateLW-STEM,49,3176341927.3,40742689.0,14966411046.5,2116.0,4719822.4,201567906.5,104948785764.0
Geneva-DetGrowth,51,3824317682.6,357280878.5,12590343698.4,32182.5,11910694.1,1073815434.9,59035143512.1
Covid19Sim-Simulator,51,4295097447.6,18012696.8,20479907348.9,82.7,3114340.2,97805155.9,139219356208.5
