,count,mean,median,std,min,25%,75%,max
JHUAPL-Bucky,51,492.7,256.8,655.6,3.4,102.9,463.2,3083.1
USC-SI_kJalpha,51,502.2,320.0,627.2,5.0,102.0,551.5,3235.0
IHME-CurveFit,51,512.6,271.9,630.6,19.1,134.7,584.9,2675.4
BPagano-RtDriven,51,564.7,287.9,817.1,1.0,74.5,645.5,4056.9
JCB-PRM,51,575.7,274.5,694.7,21.0,179.8,577.6,3128.5
Covid19Sim-Simulator,51,602.5,368.3,728.9,1.2,188.1,649.3,2872.2
COVIDhub-baseline,51,628.7,309.2,774.7,11.8,187.5,662.8,3481.8
Baseline,51,632.0,310.4,752.1,9.7,191.7,709.5,3539.7
MITCovAlliance-SIR,51,718.1,437.6,819.4,2.9,221.3,866.3,3452.0
Columbia_UNC-SurvCon,50,720.6,421.1,929.3,18.6,176.1,775.3,4291.5
IowaStateLW-STEM,49,738.0,503.0,766.5,21.0,254.0,934.0,3414.0
UCLA-SuEIR,51,763.9,532.4,849.0,19.5,247.3,887.9,3538.7
LANL-GrowthRate,51,855.8,562.6,871.3,5.9,341.3,941.9,3569.5
CovidAnalytics-DELPHI,51,883.4,576.0,929.1,15.0,359.5,996.5,4033.0
WalmartLabsML-LogForecasting,51,928.5,578.0,943.1,21.1,389.6,1022.4,4081.8
