,total_deaths_2020-10-25,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Columbia_UNC-SurvCon,226115,277628.0,284200,52399.0,58085,-5686.0,-9.8%
BPagano-RtDriven,226115,274968.0,284200,49739.0,58085,-8346.0,-14.4%
Covid19Sim-Simulator,226115,273302.9,284200,48073.9,58085,-10011.1,-17.2%
USC-SI_kJalpha,226115,271454.0,284200,46225.0,58085,-11860.0,-20.4%
JHUAPL-Bucky,226115,270934.0,284200,45705.0,58085,-12380.0,-21.3%
IHME-CurveFit,226115,268947.1,284200,43718.1,58085,-14366.9,-24.7%
QJHong-Encounter,226115,268096.6,284200,42867.6,58085,-15217.4,-26.2%
JCB-PRM,226115,267267.4,284200,42038.4,58085,-16046.6,-27.6%
IBF-TimeSeries,226115,267221.0,284200,41992.0,58085,-16093.0,-27.7%
USACE-ERDC_SEIR,226115,299739.6,284200,74510.6,58085,16425.6,28.3%
COVIDhub-baseline,226115,258515.5,284200,33286.5,58085,-24798.5,-42.7%
Baseline,226115,257765.4,284200,32536.4,58085,-25548.6,-44.0%
IowaStateLW-STEM,226115,255401.0,284200,30172.0,58085,-27913.0,-48.1%
JHU_IDD-CovidSP,226115,252978.7,284200,27749.7,58085,-30335.3,-52.2%
NotreDame-mobility,226115,252462.3,284200,27233.3,58085,-30851.7,-53.1%
PSI-DRAFT,226115,251968.0,284200,26739.0,58085,-31346.0,-54.0%
CovidAnalytics-DELPHI,226115,251661.0,284200,26432.0,58085,-31653.0,-54.5%
UCLA-SuEIR,226115,251449.7,284200,26220.7,58085,-31864.3,-54.9%
STH-3PU,226115,251056.0,284200,25827.0,58085,-32258.0,-55.5%
WalmartLabsML-LogForecasting,226115,244695.9,284200,19466.9,58085,-38618.1,-66.5%
LANL-GrowthRate,226115,242823.6,284200,17594.6,58085,-40490.4,-69.7%
NotreDame-FRED,226115,,284200,,58085,,
