,count,mean,median,std,min,25%,75%,max
CU-select,51,3413897450.8,594286884.0,7108530221.7,1936.0,141801744.5,3080041994.0,38890995264.0
JCB-PRM,51,3526641694.0,637261532.0,6705680550.0,935392.0,112889319.9,3991733020.9,37780149559.3
COVIDhub-baseline,51,4766302778.7,942121636.0,9579409029.7,676.0,201903745.0,4737672725.0,51447766041.0
USACE-ERDC_SEIR,51,4786446011.1,847631106.5,11394128202.9,11945.2,195873105.6,2920465206.4,71052177960.2
Covid19Sim-Simulator,51,4867196011.9,1005422685.3,9369272130.5,66622.5,283792732.5,5009280329.5,55861821326.4
USC-SI_kJalpha,51,5339948780.9,891679321.0,11745457952.1,76176.0,156587786.5,4465548685.0,58207352644.0
JHUAPL-Bucky,51,5933238281.5,1116192960.0,11763233263.9,13360.0,262975356.4,6119961042.8,63427899318.1
JHU_IDD-CovidSP,51,6063130311.6,1288082290.1,12642473498.3,1038401.8,516228711.7,5794590117.1,72505569970.3
IowaStateLW-STEM,49,6426288097.4,1439064225.0,11788149960.3,2152089.0,329607050.0,8068048805.0,67704560401.0
UCLA-SuEIR,51,7466941487.6,1463870790.1,14435275446.2,1764382.5,502093342.9,7018104136.1,74202722928.2
LANL-GrowthRate,51,7713300231.4,1888063709.7,15684364267.0,1354097.9,558472156.6,7778610086.9,85332915986.8
CovidAnalytics-DELPHI,51,9479374170.9,1918002025.0,19587322109.3,2556801.0,639373800.5,8522478480.5,95186441529.0
