,count,mean,median,std,min,25%,75%,max
Karlen-pypm,51,1995591948.0,224829032.5,3638508761.2,1274.5,38873469.0,1974275793.5,14556470760.0
CU-select,51,2296348675.5,354719556.0,4421612832.1,463761.0,115823246.5,2870397614.5,22156024801.0
BPagano-RtDriven,51,2743560768.1,674589143.3,5494370258.6,2768.1,35764499.7,2761674776.2,33455124364.2
COVIDhub-baseline,51,3586476492.8,609053041.0,6898019373.6,107584.0,165633014.5,4030139957.0,33571400625.0
JCB-PRM,51,3623561559.3,626525126.1,7336611142.8,880775.0,127871249.2,4102578372.7,41171803653.1
USC-SI_kJalpha,51,3785869517.2,647702500.0,7783200969.6,497025.0,184136530.0,4070134266.5,44963930209.0
JHUAPL-Bucky,51,3941010748.5,721764686.7,8314505337.5,41130.9,41292224.5,3574803482.2,43333588603.6
Covid19Sim-Simulator,51,4480785714.7,827406139.9,8817660229.7,12130.0,209290535.2,5348333783.5,44963473322.9
JHU_IDD-CovidSP,51,4671931436.0,1285963506.8,9010878987.5,920742.6,325102282.6,4925839892.8,44552534608.7
IowaStateLW-STEM,49,5060848995.1,939974281.0,9481909704.5,1322587.9,218015869.0,5970430397.0,51533540100.0
LANL-GrowthRate,51,5923614531.5,1266299695.7,10732311546.1,1552320.1,387205295.0,6462684371.3,46097191904.7
UCLA-SuEIR,51,6286564486.5,1257457747.9,11728810805.8,1913627.4,613125494.2,7409297818.9,59188371868.1
CovidAnalytics-DELPHI,51,8019241531.9,1674364561.0,16321787195.6,2512225.0,607721605.0,7524121576.0,79936252900.0
