,count,mean,median,std,min,25%,75%,max
CU-select,51,39716.6,24378.0,43280.7,44.0,11873.5,54563.0,197208.0
JCB-PRM,51,41589.5,25244.0,42812.3,967.2,10493.6,63180.0,194371.2
USACE-ERDC_SEIR,51,46311.9,29114.1,51908.5,109.3,13858.0,54038.7,266556.1
COVIDhub-baseline,51,48445.6,30694.0,49676.1,26.0,14208.0,68825.0,226821.0
USC-SI_kJalpha,51,49103.8,29861.0,54656.5,276.0,12505.5,66798.0,241262.0
Covid19Sim-Simulator,51,50402.3,31708.4,48716.9,258.1,16838.8,70775.6,236351.1
JHUAPL-Bucky,51,54044.4,33409.5,55431.9,115.6,16216.4,78217.6,251849.0
JHU_IDD-CovidSP,51,55630.1,35889.9,55025.4,1019.0,22466.4,76090.1,269268.6
IowaStateLW-STEM,49,58416.7,37935.0,55444.1,1467.0,18145.0,89822.0,260201.0
UCLA-SuEIR,51,62290.1,38260.6,60486.6,1328.3,22390.3,83722.3,272401.8
LANL-GrowthRate,51,63014.9,43451.9,61784.1,1163.7,23632.0,88194.5,292118.0
CovidAnalytics-DELPHI,51,69044.2,43795.0,69329.0,1599.0,25284.5,92304.5,308523.0
