,count,mean,median,std,min,25%,75%,max
IowaStateLW-STEM,49,3360.9,1945.0,4795.0,1.0,522.5,4649.0,27086.0
OneQuietNight-ML,51,3777.1,1812.0,6055.1,7.0,694.0,4652.0,33100.0
JHU_CSSE-DECOM,51,3923.9,1519.0,5617.9,13.0,605.0,4843.5,28384.0
Covid19Sim-Simulator,51,3936.9,1246.6,8419.4,2.0,427.5,3752.5,53376.5
COVIDhub-baseline,51,3955.5,1525.0,7238.5,33.0,554.0,4072.5,46895.0
CEID-Walk,51,4006.8,1439.0,7265.9,41.0,688.5,3607.5,46820.7
COVIDhub-ensemble,51,4029.6,1442.0,7514.2,32.0,385.5,3956.5,44964.0
OliverWyman-Navigator,51,4148.4,1103.0,9500.9,22.0,437.0,4232.5,62791.0
UCLA-SuEIR,51,4151.0,2006.5,7619.1,21.9,557.2,4618.9,50512.4
Microsoft-DeepSTIA,50,4226.5,2120.2,5311.1,5.3,411.8,5091.7,21171.6
USC-SI_kJalpha,51,4462.2,1768.0,8013.1,21.0,373.5,4959.0,40125.0
UMich-RidgeTfReg,50,4656.0,1491.2,10118.8,63.5,571.5,4111.7,63846.9
Geneva-DetGrowth,51,5450.8,3088.7,8592.8,31.3,1217.9,5463.6,54659.7
IEM_MED-CovidProject,51,5536.5,2506.6,15948.3,6.4,790.7,4866.7,114597.3
JCB-PRM,51,5580.3,1613.9,12900.0,2.1,562.8,5101.7,85882.8
RobertWalraven-ESG,51,5808.1,2881.1,10097.2,10.4,885.3,6763.1,57550.7
LNQ-ens1,51,5868.8,3086.7,6409.9,32.5,947.2,7973.3,28223.3
CU-select,51,6158.1,3516.0,8889.7,142.0,1076.5,7706.5,50127.0
BPagano-RtDriven,51,6358.8,2184.9,18597.0,27.1,718.1,5335.7,132212.8
JHUAPL-Bucky,51,7388.7,2995.5,19681.4,12.9,938.9,7126.8,139399.9
TTU-squider,51,7803.4,4136.7,8769.1,13.2,1601.8,11456.7,37078.3
JHU_IDD-CovidSP,51,8060.1,4497.2,13576.4,109.8,1088.2,9144.7,85937.3
LANL-GrowthRate,51,8107.3,2617.5,26505.0,41.5,921.5,5664.5,188618.0
CovidAnalytics-DELPHI,51,8669.8,3196.0,15166.4,113.0,575.5,7781.5,70611.0
Karlen-pypm,51,9156.8,2053.2,34818.1,37.4,771.2,5569.8,248626.7
JHU_UNC_GAS-StatMechPool,51,9270.7,3487.0,18354.4,3.0,1261.8,10557.2,109691.0
Google_Harvard-CPF,51,10796.6,3540.6,22343.8,24.7,1186.5,10487.8,138227.8
UCSB-ACTS,51,12334.7,5982.0,21782.8,123.2,3402.3,12464.1,149213.8
UVA-Ensemble,51,17805.3,3561.6,64408.5,258.5,1480.8,9061.1,448436.4
DDS-NBDS,51,49275.9,2172.9,242229.9,83.6,976.0,9441.9,1715947.0
