,count,mean,median,std,min,25%,75%,max
LANL-GrowthRate,51,40394.9,18571.0,84758.0,169.5,4824.0,39727.2,583207.5
JHU_IDD-CovidSP,51,43060.3,19368.8,95764.6,56.6,4312.3,42841.9,660728.2
OneQuietNight-ML,51,43346.9,18703.0,81803.4,37.0,6684.0,52110.5,553869.0
JHUAPL-Bucky,51,44874.6,23669.3,59245.9,91.2,9739.1,49107.9,320085.0
CU-select,51,48609.2,17919.0,104563.9,68.0,4599.0,49774.5,709708.0
IowaStateLW-STEM,49,49209.6,21240.0,104280.6,328.0,6764.5,55944.5,731641.0
COVIDhub-baseline,51,49959.2,17447.0,105127.1,348.0,8275.0,56445.0,727038.0
Covid19Sim-Simulator,51,50363.9,21658.1,102554.3,274.0,9259.7,50972.5,702864.2
UCLA-SuEIR,51,56750.2,30326.4,91693.7,964.2,6256.7,59386.8,567736.0
USC-SI_kJalpha,51,60911.6,23104.0,126660.2,110.0,8869.0,59229.5,852430.0
Karlen-pypm,51,62087.8,30443.8,92866.5,529.6,7034.1,72677.3,496786.2
JCB-PRM,51,69147.0,35455.7,92067.3,418.4,18409.7,72915.6,477006.9
USACE-ERDC_SEIR,51,78688.7,53269.8,116243.5,571.2,16349.6,94378.8,751490.9
CovidAnalytics-DELPHI,51,86294.4,41464.0,99954.9,330.0,9826.5,130941.0,362847.0
