,count,mean,median,std,min,25%,75%,max
JHUAPL-Bucky,51,5454983152.1,560234576.8,15932791530.0,8315.4,106067412.2,2413565816.6,102454438592.8
OneQuietNight-ML,51,8439532156.0,349802209.0,42916633184.3,1369.0,44821780.0,2715753710.5,306770869161.0
LANL-GrowthRate,51,8674799379.2,344882041.0,47535203357.4,28730.2,23447796.2,1578489375.1,340130988056.2
JHU_IDD-CovidSP,51,10845220675.2,375151446.4,61022500514.8,3202.1,18640797.7,1836130761.6,436561776299.5
UCLA-SuEIR,51,11463460765.8,919688384.8,46006420997.8,929749.4,39467777.0,3548960683.6,322324180578.1
Karlen-pypm,51,12309975429.3,926824958.4,39093275827.6,280476.2,49484851.3,5288631895.1,246796528510.4
Covid19Sim-Simulator,51,12847677027.1,469074793.8,69038939678.4,75067.0,85765856.9,2598201502.6,494018101736.1
CU-select,51,13082074609.3,321090561.0,70595446801.6,4624.0,21155026.0,2480238220.5,503685445264.0
IowaStateLW-STEM,49,13082806743.8,451137600.0,74728070164.9,107584.0,45760910.5,3129805986.5,535298552881.0
JCB-PRM,51,13091500772.0,1257103558.3,36300292546.5,175069.2,339201788.2,5317381415.0,227535594628.4
COVIDhub-baseline,51,13330941191.2,304397809.0,73861966639.0,121104.0,68496074.0,3197632050.0,528584253444.0
CovidAnalytics-DELPHI,51,17241807601.1,1719263296.0,31224565389.5,108900.0,99448402.5,17231701005.0,131657945409.0
USC-SI_kJalpha,51,19438456113.9,533794816.0,101965775024.2,12100.0,78676850.0,3508808532.5,726636904900.0
USACE-ERDC_SEIR,51,19439501140.9,2837669047.5,80437775216.7,326265.3,284923338.5,8946022317.5,564738516530.1
