,predicted_cases,actual_cases,error,perc_error
LANL-GrowthRate,5801107.5,5819703,-18595.5,-0.3%
IBF-TimeSeries,5843311.0,5819703,23608.0,0.4%
UCF-AEM,5872402.0,5819703,52699.0,0.9%
UCLA-SuEIR,5930535.8,5819703,110832.8,1.9%
Microsoft-DeepSTIA,5707544.4,5819703,-112158.6,-1.9%
USC-SI_kJalpha,5935360.0,5819703,115657.0,2.0%
JHUAPL-Bucky,6033727.7,5819703,214024.7,3.7%
LNQ-ens1,5601621.5,5819703,-218081.5,-3.7%
MSRA-DeepST,5598510.4,5819703,-221192.6,-3.8%
QJHong-Encounter,5526389.0,5819703,-293314.0,-5.0%
COVIDhub-ensemble,6119623.0,5819703,299920.0,5.2%
CU-select,6131379.0,5819703,311676.0,5.4%
Covid19Sim-Simulator,6223223.7,5819703,403520.7,6.9%
CEID-Walk,5363363.7,5819703,-456339.3,-7.8%
COVIDhub-baseline,5346544.0,5819703,-473159.0,-8.1%
IowaStateLW-STEM,5292272.0,5819703,-527431.0,-9.1%
UMich-RidgeTfReg,6422369.9,5819703,602666.9,10.4%
UVA-Ensemble,6441303.7,5819703,621600.7,10.7%
JHU_CSSE-DECOM,5131866.0,5819703,-687837.0,-11.8%
BPagano-RtDriven,6606944.8,5819703,787241.8,13.5%
IEM_MED-CovidProject,6734681.5,5819703,914978.5,15.7%
JCB-PRM,6819291.7,5819703,999588.7,17.2%
TTU-squider,4447737.0,5819703,-1371966.0,-23.6%
Karlen-pypm,7310844.4,5819703,1491141.4,25.6%
JHU_IDD-CovidSP,4273055.6,5819703,-1546647.4,-26.6%
CovidAnalytics-DELPHI,7471041.0,5819703,1651338.0,28.4%
RobertWalraven-ESG,7522671.5,5819703,1702968.5,29.3%
Columbia_UNC-SurvCon,7678117.0,5819703,1858414.0,31.9%
DDS-NBDS,8071369.2,5819703,2251666.2,38.7%
OneQuietNight-ML,8551136.0,5819703,2731433.0,46.9%
Google_Harvard-CPF,,5819703,,
JHU_UNC_GAS-StatMechPool,,5819703,,
UCSB-ACTS,,5819703,,
Wadhwani_AI-BayesOpt,,5819703,,
