,predicted_cases,actual_cases,error,perc_error
UCLA-SuEIR,4278266.5,4307929,-29662.5,-0.7%
TTU-squider,4184048.0,4307929,-123881.0,-2.9%
COVIDhub-baseline,4442943.0,4307929,135014.0,3.1%
CEID-Walk,4457359.5,4307929,149430.5,3.5%
IQVIA_ACOE-STAN,4464563.0,4307929,156634.0,3.6%
LNQ-ens1,4549163.1,4307929,241234.1,5.6%
QJHong-Encounter,4641498.0,4307929,333569.0,7.7%
CU-select,4659678.0,4307929,351749.0,8.2%
Microsoft-DeepSTIA,4665112.9,4307929,357183.9,8.3%
DDS-NBDS,4688300.6,4307929,380371.6,8.8%
IowaStateLW-STEM,4703673.0,4307929,395744.0,9.2%
LANL-GrowthRate,4747476.0,4307929,439547.0,10.2%
UCF-AEM,4784247.0,4307929,476318.0,11.1%
Covid19Sim-Simulator,4892407.9,4307929,584478.9,13.6%
IBF-TimeSeries,4894351.0,4307929,586422.0,13.6%
COVIDhub-ensemble,4927957.0,4307929,620028.0,14.4%
USC-SI_kJalpha,5057969.0,4307929,750040.0,17.4%
OliverWyman-Navigator,5069818.0,4307929,761889.0,17.7%
Columbia_UNC-SurvCon,5076173.0,4307929,768244.0,17.8%
JHU_IDD-CovidSP,3368920.7,4307929,-939008.3,-21.8%
IEM_MED-CovidProject,5269930.3,4307929,962001.3,22.3%
BPagano-RtDriven,5370809.9,4307929,1062880.9,24.7%
OneQuietNight-ML,5422958.0,4307929,1115029.0,25.9%
UMich-RidgeTfReg,5433983.4,4307929,1126054.4,26.1%
JCB-PRM,5466041.5,4307929,1158112.5,26.9%
CovidAnalytics-DELPHI,5502636.0,4307929,1194707.0,27.7%
RobertWalraven-ESG,5569474.4,4307929,1261545.4,29.3%
JHUAPL-Bucky,5598345.8,4307929,1290416.8,30.0%
Karlen-pypm,5891230.9,4307929,1583301.9,36.8%
UVA-Ensemble,5954887.5,4307929,1646958.5,38.2%
Google_Harvard-CPF,,4307929,,
JHU_CSSE-DECOM,,4307929,,
JHU_UNC_GAS-StatMechPool,,4307929,,
UCSB-ACTS,,4307929,,
Wadhwani_AI-BayesOpt,,4307929,,
