,total_deaths_2021-01-31,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
UMass-MechBayes,448925,491124.0,499023,49800.0,50098,-298.0,-0.6%
SigSci-TS,448925,492082.0,499023,50758.0,50098,660.0,1.3%
TTU-squider,448925,490086.4,499023,48762.4,50098,-1335.6,-2.7%
COVIDhub-trained_ensemble,448925,492857.0,499023,51533.0,50098,1435.0,2.9%
JHU_IDD-CovidSP,448925,489725.4,499023,48401.4,50098,-1696.6,-3.4%
USC-SI_kJalpha,448925,493414.0,499023,52090.0,50098,1992.0,4.0%
IHME-CurveFit,448925,489290.5,499023,47966.5,50098,-2131.5,-4.3%
LANL-GrowthRate,448925,489135.5,499023,47811.5,50098,-2286.5,-4.6%
SteveMcConnell-CovidComplete,448925,488948.0,499023,47624.0,50098,-2474.0,-4.9%
Karlen-pypm,448925,488881.7,499023,47557.7,50098,-2540.3,-5.1%
CovidAnalytics-DELPHI,448925,494655.0,499023,53331.0,50098,3233.0,6.5%
RobertWalraven-ESG,448925,494888.4,499023,53564.4,50098,3466.4,6.9%
Columbia_UNC-SurvCon,448925,495159.0,499023,53835.0,50098,3737.0,7.5%
UpstateSU-GRU,448925,495419.3,499023,54095.3,50098,3997.3,8.0%
Caltech-CS156,448925,495581.0,499023,54257.0,50098,4159.0,8.3%
QJHong-Encounter,448925,495877.2,499023,54553.2,50098,4455.2,8.9%
JHUAPL-Bucky,448925,495938.3,499023,54614.3,50098,4516.3,9.0%
epiforecasts-ensemble1,448925,496187.0,499023,54863.0,50098,4765.0,9.5%
COVIDhub-ensemble,448925,496187.0,499023,54863.0,50098,4765.0,9.5%
OliverWyman-Navigator,448925,496447.7,499023,55123.7,50098,5025.7,10.0%
UCLA-SuEIR,448925,486396.2,499023,45072.2,50098,-5025.8,-10.0%
GT-DeepCOVID,448925,485922.9,499023,44598.9,50098,-5499.1,-11.0%
UA-EpiCovDA,448925,485324.0,499023,44000.0,50098,-6098.0,-12.2%
CU-select,448925,485107.0,499023,43783.0,50098,-6315.0,-12.6%
MOBS-GLEAM_COVID,448925,498284.4,499023,56960.4,50098,6862.4,13.7%
Covid19Sim-Simulator,448925,484511.0,499023,43187.0,50098,-6911.0,-13.8%
LNQ-ens1,448925,499044.9,499023,57720.9,50098,7622.9,15.2%
UCSD_NEU-DeepGLEAM,448925,499762.5,499023,58438.5,50098,8340.5,16.6%
Microsoft-DeepSTIA,448925,499841.8,499023,58517.8,50098,8419.8,16.8%
DDS-NBDS,448925,502012.7,499023,60688.7,50098,10590.7,21.1%
BPagano-RtDriven,448925,502321.6,499023,60997.6,50098,10899.6,21.8%
UMich-RidgeTfReg,448925,502628.7,499023,61304.7,50098,11206.7,22.4%
FDANIHASU-Sweight,448925,502786.5,499023,61462.5,50098,11364.5,22.7%
RPI_UW-Mob_Collision,448925,502978.9,499023,61654.9,50098,11556.9,23.1%
MIT_ISOLAT-Mixtures,448925,503262.3,499023,61938.3,50098,11840.3,23.6%
MIT_CritData-GBCF,448925,503727.0,499023,62403.0,50098,12305.0,24.6%
Baseline,448925,504389.7,499023,63065.7,50098,12967.7,25.9%
JHU_CSSE-DECOM,448925,504618.0,499023,63294.0,50098,13196.0,26.3%
COVIDhub-baseline,448925,505707.4,499023,64383.4,50098,14285.4,28.5%
CEID-Walk,448925,506053.1,499023,64729.1,50098,14631.1,29.2%
WalmartLabsML-LogForecasting,448925,474150.4,499023,32826.4,50098,-17271.6,-34.5%
IowaStateLW-STEM,448925,508724.0,499023,67400.0,50098,17302.0,34.5%
PSI-DRAFT,448925,508898.5,499023,67574.5,50098,17476.5,34.9%
AIpert-pwllnod,448925,509461.3,499023,68137.3,50098,18039.3,36.0%
UCM_MESALab-FoGSEIR,448925,509606.0,499023,68282.0,50098,18184.0,36.3%
IBF-TimeSeries,448925,515880.0,499023,74556.0,50098,24458.0,48.8%
CMU-TimeSeries,448925,,499023,,50098,,
Google_Harvard-CPF,448925,,499023,,50098,,
