,total_deaths_2021-01-24,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
FDANIHASU-Sweight,426729,491429.3,499023,72215.3,72294,-78.7,-0.1%
BPagano-RtDriven,426729,492392.4,499023,73178.4,72294,884.4,1.2%
Karlen-pypm,426729,490137.9,499023,70923.9,72294,-1370.1,-1.9%
LANL-GrowthRate,426729,493551.0,499023,74337.0,72294,2043.0,2.8%
SigSci-TS,426729,493996.0,499023,74782.0,72294,2488.0,3.4%
TTU-squider,426729,489001.0,499023,69787.0,72294,-2507.0,-3.5%
QJHong-Encounter,426729,494076.9,499023,74862.9,72294,2568.9,3.6%
JHU_IDD-CovidSP,426729,494276.1,499023,75062.1,72294,2768.1,3.8%
epiforecasts-ensemble1,426729,495424.0,499023,76210.0,72294,3916.0,5.4%
SteveMcConnell-CovidComplete,426729,487340.0,499023,68126.0,72294,-4168.0,-5.8%
OliverWyman-Navigator,426729,496634.1,499023,77420.1,72294,5126.1,7.1%
USC-SI_kJalpha,426729,497042.0,499023,77828.0,72294,5534.0,7.7%
COVIDhub-ensemble,426729,497319.0,499023,78105.0,72294,5811.0,8.0%
UpstateSU-GRU,426729,485590.6,499023,66376.6,72294,-5917.4,-8.2%
MOBS-GLEAM_COVID,426729,498292.0,499023,79078.0,72294,6784.0,9.4%
GT-DeepCOVID,426729,498471.8,499023,79257.8,72294,6963.8,9.6%
UA-EpiCovDA,426729,484475.0,499023,65261.0,72294,-7033.0,-9.7%
CU-select,426729,484435.0,499023,65221.0,72294,-7073.0,-9.8%
RobertWalraven-ESG,426729,498814.2,499023,79600.2,72294,7306.2,10.1%
IHME-CurveFit,426729,498874.5,499023,79660.5,72294,7366.5,10.2%
JHUAPL-Bucky,426729,483546.7,499023,64332.7,72294,-7961.3,-11.0%
UMass-MechBayes,426729,483066.0,499023,63852.0,72294,-8442.0,-11.7%
Columbia_UNC-SurvCon,426729,500100.0,499023,80886.0,72294,8592.0,11.9%
UCSD_NEU-DeepGLEAM,426729,500121.4,499023,80907.4,72294,8613.4,11.9%
CEID-Walk,426729,501558.3,499023,82344.3,72294,10050.3,13.9%
IowaStateLW-STEM,426729,501772.0,499023,82558.0,72294,10264.0,14.2%
Baseline,426729,502582.3,499023,83368.3,72294,11074.3,15.3%
COVIDhub-baseline,426729,503811.5,499023,84597.5,72294,12303.5,17.0%
JHU_CSSE-DECOM,426729,505210.0,499023,85996.0,72294,13702.0,19.0%
CovidAnalytics-DELPHI,426729,505819.0,499023,86605.0,72294,14311.0,19.8%
UCM_MESALab-FoGSEIR,426729,507846.0,499023,88632.0,72294,16338.0,22.6%
UT-Mobility,426729,510055.5,499023,90841.5,72294,18547.5,25.7%
UMich-RidgeTfReg,426729,510076.3,499023,90862.3,72294,18568.3,25.7%
LNQ-ens1,426729,510473.9,499023,91259.9,72294,18965.9,26.2%
MIT_CritData-GBCF,426729,512962.0,499023,93748.0,72294,21454.0,29.7%
Microsoft-DeepSTIA,426729,513439.4,499023,94225.4,72294,21931.4,30.3%
IBF-TimeSeries,426729,513928.0,499023,94714.0,72294,22420.0,31.0%
PSI-DRAFT,426729,515203.5,499023,95989.5,72294,23695.5,32.8%
UCLA-SuEIR,426729,467802.2,499023,48588.2,72294,-23705.8,-32.8%
RPI_UW-Mob_Collision,426729,521085.9,499023,101871.9,72294,29577.9,40.9%
WalmartLabsML-LogForecasting,426729,458849.2,499023,39635.2,72294,-32658.8,-45.2%
AIpert-pwllnod,426729,524235.8,499023,105021.8,72294,32727.8,45.3%
MIT_ISOLAT-Mixtures,426729,458725.9,499023,39511.9,72294,-32782.1,-45.3%
Covid19Sim-Simulator,426729,524519.8,499023,105305.8,72294,33011.8,45.7%
DDS-NBDS,426729,594154.2,499023,174940.2,72294,102646.2,142.0%
CMU-TimeSeries,426729,,499023,,72294,,
Google_Harvard-CPF,426729,,499023,,72294,,
UCSB-ACTS,426729,,499023,,72294,,
