,total_deaths_2021-02-07,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
SteveMcConnell-CovidComplete,469646,492967.0,499023,29491.0,29377,114.0,0.4%
TTU-squider,469646,492256.9,499023,28780.9,29377,-596.1,-2.0%
Karlen-pypm,469646,493484.7,499023,30008.7,29377,631.7,2.2%
CU-select,469646,491766.0,499023,28290.0,29377,-1087.0,-3.7%
JHUAPL-Bucky,469646,494308.5,499023,30832.5,29377,1455.5,5.0%
UA-EpiCovDA,469646,491024.0,499023,27548.0,29377,-1829.0,-6.2%
SigSci-TS,469646,494883.0,499023,31407.0,29377,2030.0,6.9%
UMass-MechBayes,469646,495106.0,499023,31630.0,29377,2253.0,7.7%
LANL-GrowthRate,469646,495316.0,499023,31840.0,29377,2463.0,8.4%
USC-SI_kJalpha,469646,495392.0,499023,31916.0,29377,2539.0,8.6%
JHU_IDD-CovidSP,469646,489245.1,499023,25769.1,29377,-3607.9,-12.3%
CovidAnalytics-DELPHI,469646,496487.0,499023,33011.0,29377,3634.0,12.4%
FDANIHASU-Sweight,469646,496534.4,499023,33058.4,29377,3681.4,12.5%
RobertWalraven-ESG,469646,497253.9,499023,33777.9,29377,4400.9,15.0%
IHME-CurveFit,469646,488413.8,499023,24937.8,29377,-4439.2,-15.1%
Columbia_UNC-SurvCon,469646,497395.0,499023,33919.0,29377,4542.0,15.5%
UpstateSU-GRU,469646,497477.4,499023,34001.4,29377,4624.4,15.7%
OliverWyman-Navigator,469646,497677.2,499023,34201.2,29377,4824.2,16.4%
Caltech-CS156,469646,497694.5,499023,34218.5,29377,4841.5,16.5%
COVIDhub-trained_ensemble,469646,497764.0,499023,34288.0,29377,4911.0,16.7%
UCLA-SuEIR,469646,498006.4,499023,34530.4,29377,5153.4,17.5%
COVIDhub-ensemble,469646,498362.0,499023,34886.0,29377,5509.0,18.8%
WalmartLabsML-LogForecasting,469646,487032.7,499023,23556.7,29377,-5820.3,-19.8%
QJHong-Encounter,469646,498817.6,499023,35341.6,29377,5964.6,20.3%
MOBS-GLEAM_COVID,469646,499293.1,499023,35817.1,29377,6440.1,21.9%
GT-DeepCOVID,469646,499550.8,499023,36074.8,29377,6697.8,22.8%
UCSD_NEU-DeepGLEAM,469646,500518.3,499023,37042.3,29377,7665.3,26.1%
LNQ-ens1,469646,500737.2,499023,37261.2,29377,7884.2,26.8%
IBF-TimeSeries,469646,500985.0,499023,37509.0,29377,8132.0,27.7%
UMich-RidgeTfReg,469646,501077.0,499023,37601.0,29377,8224.0,28.0%
BPagano-RtDriven,469646,501262.8,499023,37786.8,29377,8409.8,28.6%
epiforecasts-ensemble1,469646,501712.0,499023,38236.0,29377,8859.0,30.2%
MIT_CritData-GBCF,469646,502427.0,499023,38951.0,29377,9574.0,32.6%
Microsoft-DeepSTIA,469646,503287.0,499023,39811.0,29377,10434.0,35.5%
RPI_UW-Mob_Collision,469646,503476.1,499023,40000.1,29377,10623.1,36.2%
MIT_ISOLAT-Mixtures,469646,503728.1,499023,40252.1,29377,10875.1,37.0%
UChicagoCHATTOPADHYAY-UnIT,469646,503850.6,499023,40374.6,29377,10997.6,37.4%
IowaStateLW-STEM,469646,504188.0,499023,40712.0,29377,11335.0,38.6%
AIpert-pwllnod,469646,504377.4,499023,40901.4,29377,11524.4,39.2%
PSI-DRAFT,469646,504494.5,499023,41018.5,29377,11641.5,39.6%
Baseline,469646,504615.4,499023,41139.4,29377,11762.4,40.0%
Covid19Sim-Simulator,469646,480679.5,499023,17203.5,29377,-12173.5,-41.4%
DDS-NBDS,469646,506544.7,499023,43068.7,29377,13691.7,46.6%
COVIDhub-baseline,469646,507447.5,499023,43971.5,29377,14594.5,49.7%
CEID-Walk,469646,507750.4,499023,44274.4,29377,14897.4,50.7%
UCM_MESALab-FoGSEIR,469646,516696.0,499023,53220.0,29377,23843.0,81.2%
CMU-TimeSeries,469646,,499023,,29377,,
GT_CHHS-COVID19,469646,,499023,,29377,,
Google_Harvard-CPF,469646,,499023,,29377,,
JHU_CSSE-DECOM,469646,,499023,,29377,,
