,predicted_cases,actual_cases,error,perc_error
BPagano-RtDriven,3267856.8,3171047,96809.8,3.1%
OliverWyman-Navigator,3046319.0,3171047,-124728.0,-3.9%
TTU-squider,3028755.7,3171047,-142291.3,-4.5%
CovidAnalytics-DELPHI,3356571.0,3171047,185524.0,5.9%
QJHong-Encounter,2943966.0,3171047,-227081.0,-7.2%
Columbia_UNC-SurvCon,2924131.0,3171047,-246916.0,-7.8%
OneQuietNight-ML,2904728.0,3171047,-266319.0,-8.4%
IEM_MED-CovidProject,2893533.6,3171047,-277513.4,-8.8%
USC-SI_kJalpha,2843792.0,3171047,-327255.0,-10.3%
UVA-Ensemble,2843470.1,3171047,-327576.9,-10.3%
IowaStateLW-STEM,2842896.0,3171047,-328151.0,-10.3%
JCB-PRM,3513507.1,3171047,342460.1,10.8%
Covid19Sim-Simulator,2785811.7,3171047,-385235.3,-12.1%
UCF-AEM,2780047.0,3171047,-391000.0,-12.3%
COVIDhub-ensemble,2776291.0,3171047,-394756.0,-12.4%
JHUAPL-Bucky,2764680.0,3171047,-406367.0,-12.8%
LANL-GrowthRate,2690483.5,3171047,-480563.5,-15.2%
Microsoft-DeepSTIA,2665976.3,3171047,-505070.7,-15.9%
COVIDhub-baseline,2654086.0,3171047,-516961.0,-16.3%
CEID-Walk,2609863.9,3171047,-561183.1,-17.7%
JHU_CSSE-DECOM,2532673.0,3171047,-638374.0,-20.1%
Karlen-pypm,3858846.0,3171047,687799.0,21.7%
RobertWalraven-ESG,2479586.0,3171047,-691461.0,-21.8%
LNQ-ens1,2439759.5,3171047,-731287.5,-23.1%
UCLA-SuEIR,2438969.5,3171047,-732077.5,-23.1%
IBF-TimeSeries,2437188.0,3171047,-733859.0,-23.1%
CU-select,2321913.0,3171047,-849134.0,-26.8%
UMich-RidgeTfReg,2282705.2,3171047,-888341.8,-28.0%
JHU_IDD-CovidSP,2175093.5,3171047,-995953.5,-31.4%
DDS-NBDS,10630773.3,3171047,7459726.3,235.2%
Google_Harvard-CPF,,3171047,,
JHU_UNC_GAS-StatMechPool,,3171047,,
UCSB-ACTS,,3171047,,
