,predicted_cases,actual_cases,error,perc_error
QJHong-Encounter,4501587.0,4503604,-2017.0,-0.0%
TTU-squider,4520477.4,4503604,16873.4,0.4%
LNQ-ens1,4522836.4,4503604,19232.4,0.4%
IBF-TimeSeries,4483369.0,4503604,-20235.0,-0.4%
COVIDhub-baseline,4537116.0,4503604,33512.0,0.7%
UCF-AEM,4549348.0,4503604,45744.0,1.0%
IowaStateLW-STEM,4633198.0,4503604,129594.0,2.9%
USC-SI_kJalpha,4639860.0,4503604,136256.0,3.0%
CovidAnalytics-DELPHI,4646317.0,4503604,142713.0,3.2%
COVIDhub-ensemble,4666348.0,4503604,162744.0,3.6%
Covid19Sim-Simulator,4706409.6,4503604,202805.6,4.5%
CU-select,4248102.0,4503604,-255502.0,-5.7%
DDS-NBDS,4827745.3,4503604,324141.3,7.2%
IEM_MED-CovidProject,4842069.2,4503604,338465.2,7.5%
UCLA-SuEIR,4152772.5,4503604,-350831.5,-7.8%
Microsoft-DeepSTIA,4910969.5,4503604,407365.5,9.0%
BPagano-RtDriven,5044151.3,4503604,540547.3,12.0%
LANL-GrowthRate,3912385.5,4503604,-591218.5,-13.1%
RobertWalraven-ESG,5099435.1,4503604,595831.1,13.2%
UMich-RidgeTfReg,5123904.7,4503604,620300.7,13.8%
OneQuietNight-ML,5158719.0,4503604,655115.0,14.5%
JHUAPL-Bucky,5174420.8,4503604,670816.8,14.9%
JHU_IDD-CovidSP,3653985.1,4503604,-849618.9,-18.9%
OliverWyman-Navigator,5395327.0,4503604,891723.0,19.8%
JCB-PRM,5907057.8,4503604,1403453.8,31.2%
Karlen-pypm,5935005.1,4503604,1431401.1,31.8%
UVA-Ensemble,6299643.5,4503604,1796039.5,39.9%
Columbia_UNC-SurvCon,6579375.0,4503604,2075771.0,46.1%
Google_Harvard-CPF,,4503604,,
JHU_CSSE-DECOM,,4503604,,
JHU_UNC_GAS-StatMechPool,,4503604,,
UCSB-ACTS,,4503604,,
Wadhwani_AI-BayesOpt,,4503604,,
