,predicted_cases,actual_cases,error,perc_error
CU-select,7574825.0,7537149,37676.0,0.5%
JHUAPL-Bucky,7619546.2,7537149,82397.2,1.1%
UCLA-SuEIR,7407192.6,7537149,-129956.4,-1.7%
UCF-AEM,7399394.0,7537149,-137755.0,-1.8%
IBF-TimeSeries,7212637.0,7537149,-324512.0,-4.3%
LANL-GrowthRate,7120503.0,7537149,-416646.0,-5.5%
Covid19Sim-Simulator,8129334.6,7537149,592185.6,7.9%
QJHong-Encounter,6929574.0,7537149,-607575.0,-8.1%
COVIDhub-baseline,6683180.0,7537149,-853969.0,-11.3%
IowaStateLW-STEM,6544151.0,7537149,-992998.0,-13.2%
JCB-PRM,9082262.2,7537149,1545113.2,20.5%
USC-SI_kJalpha,5935360.0,7537149,-1601789.0,-21.3%
CovidAnalytics-DELPHI,9295653.0,7537149,1758504.0,23.3%
JHU_IDD-CovidSP,5516435.2,7537149,-2020713.8,-26.8%
Karlen-pypm,9837964.7,7537149,2300815.7,30.5%
Columbia_UNC-SurvCon,9927007.0,7537149,2389858.0,31.7%
Wadhwani_AI-BayesOpt,,7537149,,
