,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51,77016.1,19881.0,148028.8,4.0,2209.0,57616.0,620944.0
Baseline,51,78318.0,16457.2,239110.6,1.0,2576.5,65390.3,1680356.7
GT-DeepCOVID,50,78558.5,9247.1,138297.1,7.7,1701.5,104598.1,612497.8
COVIDhub-baseline,51,103039.1,22436.1,279398.3,4.0,4358.7,68964.4,1796813.7
Google_Harvard-CPF,51,111850.1,31627.4,194182.0,7.7,4430.7,98097.5,1014214.2
SteveMcConnell-CovidComplete,51,121283.8,19044.0,265888.6,1.0,2917.0,61268.5,1092025.0
CEID-Walk,51,125956.1,17904.6,346166.2,0.8,5363.6,65473.8,2272999.5
OliverWyman-Navigator,51,125996.5,19428.4,263384.2,7.2,3104.6,106385.9,1384034.2
Karlen-pypm,51,126561.7,15006.2,384948.0,9.6,1481.1,59073.0,2513176.1
MOBS-GLEAM_COVID,50,127434.5,26528.4,322030.1,4.1,5372.0,76997.4,1750896.1
UMass-MechBayes,51,136059.1,13924.0,500405.8,0.0,1898.5,46289.0,3115225.0
LNQ-ens1,51,136914.0,15758.4,365028.4,1.4,2416.0,64100.5,2113463.3
UCSD_NEU-DeepGLEAM,50,138842.7,36179.6,361055.5,30.5,5561.7,69768.5,1890269.5
epiforecasts-ensemble1,51,157168.8,21316.0,381638.1,49.0,2120.0,90570.5,1929321.0
MIT_CritData-GBCF,51,165681.2,42436.0,335655.8,9.0,10100.5,157545.0,1901641.0
IowaStateLW-STEM,49,166986.4,19044.0,437475.2,36.0,3308.5,71924.0,2521744.0
UA-EpiCovDA,51,176522.0,44100.0,365609.6,16.0,3600.0,184925.0,1982464.0
RobertWalraven-ESG,51,178914.2,22114.7,656778.8,0.2,2267.0,60212.1,4625123.4
JHU_CSSE-DECOM,49,192015.0,21609.0,493221.5,0.0,5938.0,149382.5,3127591.6
BPagano-RtDriven,51,197964.0,8567.0,635207.8,8.6,1831.7,70632.1,3996504.8
UCLA-SuEIR,51,201871.1,11503.8,747048.1,0.7,1568.2,69796.8,4903797.3
Caltech-CS156,51,244850.7,9081.0,774527.3,2.5,1932.7,43647.3,4675917.9
Microsoft-DeepSTIA,50,246708.4,41165.2,635025.6,99.8,7228.5,148981.4,4006861.8
JHU_IDD-CovidSP,51,266709.0,41920.5,789154.6,11.4,3305.3,102746.3,5107200.0
Columbia_UNC-SurvCon,51,275107.5,17689.0,569770.7,16.0,2162.5,238180.0,2722500.0
USC-SI_kJalpha,51,277480.9,17161.0,626138.8,1.0,1484.5,122260.5,2673225.0
CU-select,51,309593.8,29929.0,799733.8,9.0,3782.5,134037.0,3583449.0
CMU-TimeSeries,51,342290.8,46656.0,1457307.9,4.0,4625.0,120404.5,10361961.0
DDS-NBDS,51,362206.2,40276.5,835821.9,17.4,7559.9,299585.9,4423205.4
LANL-GrowthRate,51,393918.7,19044.0,1257162.3,6.2,3136.0,104768.5,7761796.0
PSI-DRAFT,51,475550.9,26569.0,1690559.9,4.0,1945.0,141042.5,11424400.0
IHME-CurveFit,51,490338.6,36396.5,1062097.3,14.3,12913.3,417674.7,5055714.8
TTU-squider,51,666883.5,68164.3,1556645.4,13.0,11205.4,471954.6,8833063.4
UMich-RidgeTfReg,50,779531.7,33768.8,3109468.2,7.1,5136.6,164070.6,21365859.3
Covid19Sim-Simulator,51,792783.4,13741.3,2535322.8,0.7,2084.6,102318.8,13384373.0
UCSB-ACTS,51,859446.2,260143.1,1308851.2,309.8,31033.1,1090463.1,4904902.4
AIpert-pwllnod,51,1252841.0,13195.6,6924965.7,8.9,1286.9,180047.1,49484236.0
WalmartLabsML-LogForecasting,51,2369861.5,146521.4,8859039.4,40.3,7138.6,652468.6,60754320.7
CovidAnalytics-DELPHI,51,2835791.0,41616.0,15474583.4,49.0,4777.0,435050.5,110397049.0
