,total_deaths_2021-01-31,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
epiforecasts-ensemble1,448925,460752.0,468282,19428.0,19357,71.0,0.4%
DDS-NBDS,448925,460768.6,468282,19444.6,19357,87.6,0.5%
RPI_UW-Mob_Collision,448925,460774.8,468282,19450.8,19357,93.8,0.5%
UCSD_NEU-DeepGLEAM,448925,460461.9,468282,19137.9,19357,-219.1,-1.1%
USC-SI_kJalpha,448925,460424.0,468282,19100.0,19357,-257.0,-1.3%
JHUAPL-Bucky,448925,461050.7,468282,19726.7,19357,369.7,1.9%
Baseline,448925,460243.7,468282,18919.7,19357,-437.3,-2.3%
LNQ-ens1,448925,460221.9,468282,18897.9,19357,-459.1,-2.4%
BPagano-RtDriven,448925,461168.6,468282,19844.6,19357,487.6,2.5%
Columbia_UNC-SurvCon,448925,460179.0,468282,18855.0,19357,-502.0,-2.6%
CEID-Walk,448925,461257.3,468282,19933.3,19357,576.3,3.0%
UChicagoCHATTOPADHYAY-UnIT,448925,460058.1,468282,18734.1,19357,-622.9,-3.2%
UMich-RidgeTfReg,448925,461311.7,468282,19987.7,19357,630.7,3.3%
MOBS-GLEAM_COVID,448925,460015.1,468282,18691.1,19357,-665.9,-3.4%
MIT_CritData-GBCF,448925,461391.0,468282,20067.0,19357,710.0,3.7%
COVIDhub-ensemble,448925,459895.0,468282,18571.0,19357,-786.0,-4.1%
QJHong-Encounter,448925,459894.5,468282,18570.5,19357,-786.5,-4.1%
MIT_ISOLAT-Mixtures,448925,461554.6,468282,20230.6,19357,873.6,4.5%
COVIDhub-baseline,448925,461584.0,468282,20260.0,19357,903.0,4.7%
SigSci-TS,448925,459762.0,468282,18438.0,19357,-919.0,-4.7%
UCM_MESALab-FoGSEIR,448925,461992.0,468282,20668.0,19357,1311.0,6.8%
UCLA-SuEIR,448925,459243.1,468282,17919.1,19357,-1437.9,-7.4%
OliverWyman-Navigator,448925,459217.7,468282,17893.7,19357,-1463.3,-7.6%
JHU_CSSE-DECOM,448925,462184.0,468282,20860.0,19357,1503.0,7.8%
IowaStateLW-STEM,448925,462190.0,468282,20866.0,19357,1509.0,7.8%
AIpert-pwllnod,448925,462224.9,468282,20900.9,19357,1543.9,8.0%
Microsoft-DeepSTIA,448925,458821.6,468282,17497.6,19357,-1859.4,-9.6%
Geneva-DetGrowth,448925,458741.6,468282,17417.6,19357,-1939.4,-10.0%
Caltech-CS156,448925,458739.4,468282,17415.4,19357,-1941.6,-10.0%
LANL-GrowthRate,448925,458722.0,468282,17398.0,19357,-1959.0,-10.1%
COVIDhub-trained_ensemble,448925,458676.0,468282,17352.0,19357,-2005.0,-10.4%
UpstateSU-GRU,448925,458465.0,468282,17141.0,19357,-2216.0,-11.4%
Karlen-pypm,448925,458434.4,468282,17110.4,19357,-2246.6,-11.6%
PSI-DRAFT,448925,463027.5,468282,21703.5,19357,2346.5,12.1%
CovidAnalytics-DELPHI,448925,457992.0,468282,16668.0,19357,-2689.0,-13.9%
UMass-MechBayes,448925,457974.0,468282,16650.0,19357,-2707.0,-14.0%
GT-DeepCOVID,448925,457971.3,468282,16647.3,19357,-2709.7,-14.0%
SteveMcConnell-CovidComplete,448925,457548.0,468282,16224.0,19357,-3133.0,-16.2%
UA-EpiCovDA,448925,457224.0,468282,15900.0,19357,-3457.0,-17.9%
RobertWalraven-ESG,448925,457200.1,468282,15876.1,19357,-3480.9,-18.0%
CU-select,448925,456713.0,468282,15389.0,19357,-3968.0,-20.5%
FDANIHASU-Sweight,448925,465281.9,468282,23957.9,19357,4600.9,23.8%
TTU-squider,448925,455304.4,468282,13980.4,19357,-5376.6,-27.8%
IHME-CurveFit,448925,453346.9,468282,12022.9,19357,-7334.1,-37.9%
WalmartLabsML-LogForecasting,448925,452640.3,468282,11316.3,19357,-8040.7,-41.5%
JHU_IDD-CovidSP,448925,452548.6,468282,11224.6,19357,-8132.4,-42.0%
IBF-TimeSeries,448925,471492.0,468282,30168.0,19357,10811.0,55.9%
Covid19Sim-Simulator,448925,443369.8,468282,2045.8,19357,-17311.2,-89.4%
CMU-TimeSeries,448925,,468282,,19357,,
Google_Harvard-CPF,448925,,468282,,19357,,
