,total_deaths_2021-01-03,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IBF-TimeSeries,357963,416098.0,424834,64518.0,66871,-2353.0,-3.5%
QJHong-Encounter,357963,416012.5,424834,64432.5,66871,-2438.5,-3.6%
TTU-squider,357963,414013.6,424834,62433.6,66871,-4437.4,-6.6%
UCSD_NEU-DeepGLEAM,357963,410456.2,424834,58876.2,66871,-7994.8,-12.0%
JHU_IDD-CovidSP,357963,410167.6,424834,58587.6,66871,-8283.4,-12.4%
UMich-RidgeTfReg,357963,410035.0,424834,58455.0,66871,-8416.0,-12.6%
MOBS-GLEAM_COVID,357963,408862.7,424834,57282.7,66871,-9588.3,-14.3%
OliverWyman-Navigator,357963,408120.0,424834,56540.0,66871,-10331.0,-15.4%
GT-DeepCOVID,357963,407649.0,424834,56069.0,66871,-10802.0,-16.2%
Karlen-pypm,357963,406686.8,424834,55106.8,66871,-11764.2,-17.6%
UCM_MESALab-FoGSEIR,357963,405661.0,424834,54081.0,66871,-12790.0,-19.1%
BPagano-RtDriven,357963,405091.0,424834,53511.0,66871,-13360.0,-20.0%
COVIDhub-baseline,357963,405013.9,424834,53433.9,66871,-13437.1,-20.1%
CEID-Walk,357963,404942.6,424834,53362.6,66871,-13508.4,-20.2%
UMass-MechBayes,357963,404614.0,424834,53034.0,66871,-13837.0,-20.7%
Columbia_UNC-SurvCon,357963,404342.0,424834,52762.0,66871,-14109.0,-21.1%
Baseline,357963,404328.6,424834,52748.6,66871,-14122.4,-21.1%
PSI-DRAFT,357963,404062.5,424834,52482.5,66871,-14388.5,-21.5%
LNQ-ens1,357963,403790.7,424834,52210.7,66871,-14660.3,-21.9%
COVIDhub-ensemble,357963,403662.0,424834,52082.0,66871,-14789.0,-22.1%
Covid19Sim-Simulator,357963,403262.1,424834,51682.1,66871,-15188.9,-22.7%
Microsoft-DeepSTIA,357963,402500.6,424834,50920.6,66871,-15950.4,-23.9%
LANL-GrowthRate,357963,401635.5,424834,50055.5,66871,-16815.5,-25.1%
Caltech-CS156,357963,401166.5,424834,49586.5,66871,-17284.5,-25.8%
MIT_CritData-GBCF,357963,400266.0,424834,48686.0,66871,-18185.0,-27.2%
RobertWalraven-ESG,357963,399863.4,424834,48283.4,66871,-18587.6,-27.8%
SteveMcConnell-CovidComplete,357963,399407.0,424834,47827.0,66871,-19044.0,-28.5%
IowaStateLW-STEM,357963,398997.0,424834,47417.0,66871,-19454.0,-29.1%
CovidAnalytics-DELPHI,357963,398714.0,424834,47134.0,66871,-19737.0,-29.5%
DDS-NBDS,357963,397583.7,424834,46003.7,66871,-20867.3,-31.2%
AIpert-pwllnod,357963,397336.1,424834,45756.1,66871,-21114.9,-31.6%
USC-SI_kJalpha,357963,397143.0,424834,45563.0,66871,-21308.0,-31.9%
UA-EpiCovDA,357963,396402.0,424834,44822.0,66871,-22049.0,-33.0%
epiforecasts-ensemble1,357963,395257.5,424834,43677.5,66871,-23193.5,-34.7%
JHUAPL-Bucky,357963,392597.7,424834,41017.7,66871,-25853.3,-38.7%
UCLA-SuEIR,357963,392484.0,424834,40904.0,66871,-25967.0,-38.8%
RPI_UW-Mob_Collision,357963,386591.7,424834,35011.7,66871,-31859.3,-47.6%
CU-select,357963,385000.0,424834,33420.0,66871,-33451.0,-50.0%
WalmartLabsML-LogForecasting,357963,373787.2,424834,22207.2,66871,-44663.8,-66.8%
CMU-TimeSeries,357963,,424834,,66871,,
Google_Harvard-CPF,357963,,424834,,66871,,
MITCovAlliance-SIR,357963,,424834,,66871,,
UCSB-ACTS,357963,,424834,,66871,,
Wadhwani_AI-BayesOpt,357963,,424834,,66871,,
