,total_deaths_2020-12-13,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IowaStateLW-STEM,303457,419004.0,424834,119836.0,121377,-1541.0,-1.3%
IBF-TimeSeries,303457,418370.0,424834,119202.0,121377,-2175.0,-1.8%
QJHong-Encounter,303457,414439.2,424834,115271.2,121377,-6105.8,-5.0%
LANL-GrowthRate,303457,437218.5,424834,138050.5,121377,16673.5,13.7%
Columbia_UNC-SurvCon,303457,439915.0,424834,140747.0,121377,19370.0,16.0%
JCB-PRM,303457,441535.5,424834,142367.5,121377,20990.5,17.3%
CovidAnalytics-DELPHI,303457,399403.0,424834,100235.0,121377,-21142.0,-17.4%
Covid19Sim-Simulator,303457,398340.7,424834,99172.7,121377,-22204.3,-18.3%
Baseline,303457,397691.0,424834,98523.0,121377,-22854.0,-18.8%
COVIDhub-baseline,303457,397611.2,424834,98443.2,121377,-22933.8,-18.9%
JHUAPL-Bucky,303457,397302.3,424834,98134.3,121377,-23242.7,-19.1%
IHME-CurveFit,303457,387786.4,424834,88618.4,121377,-32758.6,-27.0%
UCLA-SuEIR,303457,385084.6,424834,85916.6,121377,-35460.4,-29.2%
JHU_IDD-CovidSP,303457,379403.9,424834,80235.9,121377,-41141.1,-33.9%
NotreDame-mobility,303457,354473.5,424834,55305.5,121377,-66071.5,-54.4%
PSI-DRAFT,303457,494937.5,424834,195769.5,121377,74392.5,61.3%
WalmartLabsML-LogForecasting,303457,327898.4,424834,28730.4,121377,-92646.6,-76.3%
Wadhwani_AI-BayesOpt,303457,,424834,,121377,,
