,total_deaths_2021-01-31,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
TTU-squider,448925,505239.7,512938,63915.7,64013,-97.3,-0.2%
IHME-CurveFit,448925,505135.9,512938,63811.9,64013,-201.1,-0.3%
UMass-MechBayes,448925,504403.0,512938,63079.0,64013,-934.0,-1.5%
Covid19Sim-Simulator,448925,504128.1,512938,62804.1,64013,-1208.9,-1.9%
JHU_IDD-CovidSP,448925,506794.9,512938,65470.9,64013,1457.9,2.3%
USC-SI_kJalpha,448925,507236.0,512938,65912.0,64013,1899.0,3.0%
SteveMcConnell-CovidComplete,448925,503114.0,512938,61790.0,64013,-2223.0,-3.5%
COVIDhub-trained_ensemble,448925,507660.0,512938,66336.0,64013,2323.0,3.6%
LANL-GrowthRate,448925,502973.0,512938,61649.0,64013,-2364.0,-3.7%
SigSci-TS,448925,508174.0,512938,66850.0,64013,2837.0,4.4%
JHUAPL-Bucky,448925,508430.7,512938,67106.7,64013,3093.7,4.8%
Columbia_UNC-SurvCon,448925,509439.0,512938,68115.0,64013,4102.0,6.4%
Karlen-pypm,448925,500685.5,512938,59361.5,64013,-4651.5,-7.3%
epiforecasts-ensemble1,448925,511691.0,512938,70367.0,64013,6354.0,9.9%
CU-select,448925,498872.0,512938,57548.0,64013,-6465.0,-10.1%
RobertWalraven-ESG,448925,511829.8,512938,70505.8,64013,6492.8,10.1%
QJHong-Encounter,448925,511892.9,512938,70568.9,64013,6555.9,10.2%
COVIDhub-ensemble,448925,512512.0,512938,71188.0,64013,7175.0,11.2%
CovidAnalytics-DELPHI,448925,512512.0,512938,71188.0,64013,7175.0,11.2%
GT-DeepCOVID,448925,497616.0,512938,56292.0,64013,-7721.0,-12.1%
UpstateSU-GRU,448925,513492.6,512938,72168.6,64013,8155.6,12.7%
OliverWyman-Navigator,448925,513581.3,512938,72257.3,64013,8244.3,12.9%
Caltech-CS156,448925,513757.0,512938,72433.0,64013,8420.0,13.2%
UA-EpiCovDA,448925,496431.0,512938,55107.0,64013,-8906.0,-13.9%
UCLA-SuEIR,448925,496135.5,512938,54811.5,64013,-9201.5,-14.4%
MOBS-GLEAM_COVID,448925,515561.0,512938,74237.0,64013,10224.0,16.0%
UCSD_NEU-DeepGLEAM,448925,517644.3,512938,76320.3,64013,12307.3,19.2%
LNQ-ens1,448925,517681.6,512938,76357.6,64013,12344.6,19.3%
FDANIHASU-Sweight,448925,519939.0,512938,78615.0,64013,14602.0,22.8%
BPagano-RtDriven,448925,520561.6,512938,79237.6,64013,15224.6,23.8%
MIT_ISOLAT-Mixtures,448925,522244.2,512938,80920.2,64013,16907.2,26.4%
UMich-RidgeTfReg,448925,522517.6,512938,81193.6,64013,17180.6,26.8%
Microsoft-DeepSTIA,448925,522986.9,512938,81662.9,64013,17649.9,27.6%
DDS-NBDS,448925,523121.8,512938,81797.8,64013,17784.8,27.8%
RPI_UW-Mob_Collision,448925,523578.4,512938,82254.4,64013,18241.4,28.5%
JHU_CSSE-DECOM,448925,524512.0,512938,83188.0,64013,19175.0,30.0%
MIT_CritData-GBCF,448925,525638.0,512938,84314.0,64013,20301.0,31.7%
Baseline,448925,526462.7,512938,85138.7,64013,21125.7,33.0%
WalmartLabsML-LogForecasting,448925,483655.4,512938,42331.4,64013,-21681.6,-33.9%
COVIDhub-baseline,448925,527744.6,512938,86420.6,64013,22407.6,35.0%
CEID-Walk,448925,527798.4,512938,86474.4,64013,22461.4,35.1%
PSI-DRAFT,448925,530600.0,512938,89276.0,64013,25263.0,39.5%
IowaStateLW-STEM,448925,531230.0,512938,89906.0,64013,25893.0,40.4%
AIpert-pwllnod,448925,534353.9,512938,93029.9,64013,29016.9,45.3%
UCM_MESALab-FoGSEIR,448925,534773.0,512938,93449.0,64013,29436.0,46.0%
IBF-TimeSeries,448925,537708.0,512938,96384.0,64013,32371.0,50.6%
CMU-TimeSeries,448925,,512938,,64013,,
Google_Harvard-CPF,448925,,512938,,64013,,
