,total_deaths_2021-01-24,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Karlen-pypm,426729,504908.9,512938,85694.9,86209,-514.1,-0.6%
LANL-GrowthRate,426729,510045.0,512938,90831.0,86209,4622.0,5.4%
QJHong-Encounter,426729,511082.2,512938,91868.2,86209,5659.2,6.6%
FDANIHASU-Sweight,426729,511206.1,512938,91992.1,86209,5783.1,6.7%
USC-SI_kJalpha,426729,511388.0,512938,92174.0,86209,5965.0,6.9%
IHME-CurveFit,426729,513717.3,512938,94503.3,86209,8294.3,9.6%
JHU_IDD-CovidSP,426729,513819.1,512938,94605.1,86209,8396.1,9.7%
Columbia_UNC-SurvCon,426729,517978.0,512938,98764.0,86209,12555.0,14.6%
JHUAPL-Bucky,426729,490458.0,512938,71244.0,86209,-14965.0,-17.4%
IowaStateLW-STEM,426729,521311.0,512938,102097.0,86209,15888.0,18.4%
Baseline,426729,524196.3,512938,104982.3,86209,18773.3,21.8%
COVIDhub-baseline,426729,525390.6,512938,106176.6,86209,19967.6,23.2%
CovidAnalytics-DELPHI,426729,528186.0,512938,108972.0,86209,22763.0,26.4%
UCM_MESALab-FoGSEIR,426729,532488.0,512938,113274.0,86209,27065.0,31.4%
IBF-TimeSeries,426729,535435.0,512938,116221.0,86209,30012.0,34.8%
UCLA-SuEIR,426729,474360.6,512938,55146.6,86209,-31062.4,-36.0%
PSI-DRAFT,426729,539205.0,512938,119991.0,86209,33782.0,39.2%
WalmartLabsML-LogForecasting,426729,467166.8,512938,47952.8,86209,-38256.2,-44.4%
Covid19Sim-Simulator,426729,543993.3,512938,124779.3,86209,38570.3,44.7%
AIpert-pwllnod,426729,557703.4,512938,138489.4,86209,52280.4,60.6%
