,total_deaths_2021-02-07,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
SteveMcConnell-CovidComplete,469646,507454.0,512938,43978.0,43292,686.0,1.6%
LANL-GrowthRate,469646,507804.0,512938,44328.0,43292,1036.0,2.4%
TTU-squider,469646,507935.3,512938,44459.3,43292,1167.3,2.7%
Karlen-pypm,469646,505508.1,512938,42032.1,43292,-1259.9,-2.9%
SigSci-TS,469646,508198.0,512938,44722.0,43292,1430.0,3.3%
UMass-MechBayes,469646,508319.0,512938,44843.0,43292,1551.0,3.6%
USC-SI_kJalpha,469646,508385.0,512938,44909.0,43292,1617.0,3.7%
JHU_IDD-CovidSP,469646,504949.1,512938,41473.1,43292,-1818.9,-4.2%
JHUAPL-Bucky,469646,508628.7,512938,45152.7,43292,1860.7,4.3%
CU-select,469646,503878.0,512938,40402.0,43292,-2890.0,-6.7%
UCLA-SuEIR,469646,510155.5,512938,46679.5,43292,3387.5,7.8%
IHME-CurveFit,469646,503231.5,512938,39755.5,43292,-3536.5,-8.2%
Columbia_UNC-SurvCon,469646,510911.0,512938,47435.0,43292,4143.0,9.6%
UA-EpiCovDA,469646,502351.0,512938,38875.0,43292,-4417.0,-10.2%
FDANIHASU-Sweight,469646,511777.7,512938,48301.7,43292,5009.7,11.6%
CovidAnalytics-DELPHI,469646,512028.0,512938,48552.0,43292,5260.0,12.2%
COVIDhub-trained_ensemble,469646,513177.0,512938,49701.0,43292,6409.0,14.8%
Caltech-CS156,469646,513663.0,512938,50187.0,43292,6895.0,15.9%
UpstateSU-GRU,469646,513667.0,512938,50191.0,43292,6899.0,15.9%
OliverWyman-Navigator,469646,514083.8,512938,50607.8,43292,7315.8,16.9%
RobertWalraven-ESG,469646,514320.3,512938,50844.3,43292,7552.3,17.4%
COVIDhub-ensemble,469646,514517.0,512938,51041.0,43292,7749.0,17.9%
QJHong-Encounter,469646,514525.6,512938,51049.6,43292,7757.6,17.9%
GT-DeepCOVID,469646,514829.6,512938,51353.6,43292,8061.6,18.6%
WalmartLabsML-LogForecasting,469646,497847.4,512938,34371.4,43292,-8920.6,-20.6%
MOBS-GLEAM_COVID,469646,515906.8,512938,52430.8,43292,9138.8,21.1%
LNQ-ens1,469646,517715.7,512938,54239.7,43292,10947.7,25.3%
UMich-RidgeTfReg,469646,517732.8,512938,54256.8,43292,10964.8,25.3%
UCSD_NEU-DeepGLEAM,469646,517819.7,512938,54343.7,43292,11051.7,25.5%
BPagano-RtDriven,469646,517960.4,512938,54484.4,43292,11192.4,25.9%
Covid19Sim-Simulator,469646,494996.1,512938,31520.1,43292,-11771.9,-27.2%
epiforecasts-ensemble1,469646,519881.0,512938,56405.0,43292,13113.0,30.3%
IBF-TimeSeries,469646,522411.0,512938,58935.0,43292,15643.0,36.1%
MIT_ISOLAT-Mixtures,469646,522504.0,512938,59028.0,43292,15736.0,36.3%
MIT_CritData-GBCF,469646,522551.0,512938,59075.0,43292,15783.0,36.5%
RPI_UW-Mob_Collision,469646,523558.2,512938,60082.2,43292,16790.2,38.8%
Microsoft-DeepSTIA,469646,523750.1,512938,60274.1,43292,16982.1,39.2%
PSI-DRAFT,469646,524248.5,512938,60772.5,43292,17480.5,40.4%
AIpert-pwllnod,469646,525384.6,512938,61908.6,43292,18616.6,43.0%
IowaStateLW-STEM,469646,525598.0,512938,62122.0,43292,18830.0,43.5%
Baseline,469646,526767.4,512938,63291.4,43292,19999.4,46.2%
COVIDhub-baseline,469646,530092.1,512938,66616.1,43292,23324.1,53.9%
DDS-NBDS,469646,530387.7,512938,66911.7,43292,23619.7,54.6%
CEID-Walk,469646,530958.6,512938,67482.6,43292,24190.6,55.9%
UCM_MESALab-FoGSEIR,469646,546719.0,512938,83243.0,43292,39951.0,92.3%
CMU-TimeSeries,469646,,512938,,43292,,
GT_CHHS-COVID19,469646,,512938,,43292,,
Google_Harvard-CPF,469646,,512938,,43292,,
JHU_CSSE-DECOM,469646,,512938,,43292,,
