,total_deaths_2021-01-17,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
PSI-DRAFT,404830,509028.5,512938,111428.5,108108,3320.5,3.1%
IHME-CurveFit,404830,518444.2,512938,120844.2,108108,12736.2,11.8%
Covid19Sim-Simulator,404830,492183.4,512938,94583.4,108108,-13524.6,-12.5%
JHU_IDD-CovidSP,404830,525544.7,512938,127944.7,108108,19836.7,18.3%
QJHong-Encounter,404830,525579.2,512938,127979.2,108108,19871.2,18.4%
Baseline,404830,533854.7,512938,136254.7,108108,28146.7,26.0%
IowaStateLW-STEM,404830,534726.0,512938,137126.0,108108,29018.0,26.8%
CovidAnalytics-DELPHI,404830,535714.0,512938,138114.0,108108,30006.0,27.8%
COVIDhub-baseline,404830,535888.7,512938,138288.7,108108,30180.7,27.9%
UCLA-SuEIR,404830,471684.0,512938,74084.0,108108,-34024.0,-31.5%
Columbia_UNC-SurvCon,404830,546707.0,512938,149107.0,108108,40999.0,37.9%
IBF-TimeSeries,404830,547330.0,512938,149730.0,108108,41622.0,38.5%
LANL-GrowthRate,404830,561313.0,512938,163713.0,108108,55605.0,51.4%
WalmartLabsML-LogForecasting,404830,449021.2,512938,51421.2,108108,-56686.8,-52.4%
AIpert-pwllnod,404830,603459.7,512938,205859.7,108108,97751.7,90.4%
