,count,mean,median,std,min,25%,75%,max
USACE-ERDC_SEIR,51,67581.5,872.6,249083.2,0.0,77.8,16828.7,1486293.8
JHU_IDD-CovidSP,51,83748.9,6420.8,226890.2,0.5,459.0,64629.5,1139449.5
COVIDhub-ensemble,51,91505.6,765.2,507193.7,0.1,57.0,6549.2,3608203.2
IHME-CurveFit,51,92152.6,2038.7,395833.0,0.1,157.5,17939.5,2708283.6
UMass-MechBayes,51,94354.5,625.0,536137.8,0.0,30.5,6073.0,3829849.0
OliverWyman-Navigator,51,95168.9,617.2,484284.0,0.1,42.0,4149.0,3409634.3
UT-Mobility,51,101892.7,2704.0,497664.8,1.0,203.6,20913.1,3540042.2
YYG-ParamSearch,51,117161.6,1057.8,561895.6,0.0,111.9,9376.5,3913851.2
USC-SI_kJalpha,51,124670.2,1203.6,430144.1,0.0,72.8,15869.3,2320484.0
UCLA-SuEIR,51,141948.4,546.3,682967.7,0.2,84.1,5960.9,4772054.6
IowaStateLW-STEM,49,143290.3,2500.0,458312.8,0.0,145.0,24182.5,2157961.0
CU-select,51,153627.1,1849.0,652425.7,0.0,246.5,39008.5,4596736.0
COVIDhub-baseline,51,156450.3,2141.8,690552.8,1.0,107.4,23551.2,4758679.6
Baseline,51,156517.1,1716.3,686946.7,0.0,202.3,18123.7,4714481.7
MOBS-GLEAM_COVID,50,158859.3,1650.2,638864.6,0.0,363.5,8662.0,4238564.5
LANL-GrowthRate,51,163221.0,802.6,903835.2,0.0,76.9,6900.2,6423333.3
CovidAnalytics-DELPHI,51,174390.6,2025.0,652614.0,0.0,144.0,26065.0,4251844.0
NotreDame-mobility,51,176197.8,1290.9,696442.5,0.0,153.2,32491.1,4552554.4
UA-EpiCovDA,51,178299.5,4225.0,796087.6,0.0,342.5,13340.5,5442889.0
Covid19Sim-Simulator,51,185727.2,1631.7,843521.0,0.4,229.7,6930.0,5656463.4
GT-DeepCOVID,41,191236.5,2831.6,681990.9,1.2,436.9,56439.5,4599457.6
Auquan-SEIR,51,244171.7,2116.0,938711.7,4.0,462.5,11778.5,5503716.0
PSI-DRAFT,51,292083.6,2809.0,1008139.8,0.0,90.5,26034.6,5767202.2
MITCovAlliance-SIR,51,890252.2,10870.8,4012325.5,0.8,731.9,77657.7,27942123.7
CovidActNow-SEIR_CAN,51,935746.0,5844.4,3069006.4,14.2,540.8,57947.7,15680235.9
RobertWalraven-ESG,51,1267357.6,2622.5,7136651.0,1.5,96.3,53685.7,50792276.0
