,predicted_cases,actual_cases,error,perc_error
UChicagoCHATTOPADHYAY-UnIT,2900216.8,2854328,45888.8,1.6%
IQVIA_ACOE-STAN,2926379.0,2854328,72051.0,2.5%
UCLA-SuEIR,2933295.4,2854328,78967.4,2.8%
TTU-squider,2768332.9,2854328,-85995.1,-3.0%
COVIDhub-baseline,2961962.0,2854328,107634.0,3.8%
CEID-Walk,2973827.8,2854328,119499.8,4.2%
LANL-GrowthRate,3045023.5,2854328,190695.5,6.7%
CU-select,3060296.0,2854328,205968.0,7.2%
LNQ-ens1,3062890.6,2854328,208562.6,7.3%
QJHong-Encounter,3104951.0,2854328,250623.0,8.8%
Columbia_UNC-SurvCon,3123882.0,2854328,269554.0,9.4%
Covid19Sim-Simulator,3135055.5,2854328,280727.5,9.8%
IowaStateLW-STEM,3159606.0,2854328,305278.0,10.7%
UCF-AEM,3159884.0,2854328,305556.0,10.7%
COVIDhub-ensemble,3170605.0,2854328,316277.0,11.1%
DDS-NBDS,3222929.5,2854328,368601.5,12.9%
Microsoft-DeepSTIA,3227670.5,2854328,373342.5,13.1%
OneQuietNight-ML,3237476.0,2854328,383148.0,13.4%
USC-SI_kJalpha,3257615.0,2854328,403287.0,14.1%
OliverWyman-Navigator,3294981.0,2854328,440653.0,15.4%
IBF-TimeSeries,3310880.0,2854328,456552.0,16.0%
IEM_MED-CovidProject,3367200.6,2854328,512872.6,18.0%
JCB-PRM,3412612.5,2854328,558284.5,19.6%
UMich-RidgeTfReg,3455499.5,2854328,601171.5,21.1%
RobertWalraven-ESG,3533724.3,2854328,679396.3,23.8%
BPagano-RtDriven,3539735.9,2854328,685407.9,24.0%
JHUAPL-Bucky,3566198.0,2854328,711870.0,24.9%
JHU_IDD-CovidSP,2098661.3,2854328,-755666.7,-26.5%
Karlen-pypm,3643820.5,2854328,789492.5,27.7%
CovidAnalytics-DELPHI,3647112.0,2854328,792784.0,27.8%
UVA-Ensemble,4043806.0,2854328,1189478.0,41.7%
Google_Harvard-CPF,,2854328,,
JHU_CSSE-DECOM,,2854328,,
JHU_UNC_GAS-StatMechPool,,2854328,,
UCSB-ACTS,,2854328,,
Wadhwani_AI-BayesOpt,,2854328,,
