,predicted_cases,actual_cases,error,perc_error
Covid19Sim-Simulator,6771969.4,6885692,-113722.6,-1.7%
UCF-AEM,6668868.0,6885692,-216824.0,-3.1%
IowaStateLW-STEM,6533139.0,6885692,-352553.0,-5.1%
IBF-TimeSeries,6201303.0,6885692,-684389.0,-9.9%
LANL-GrowthRate,5962646.5,6885692,-923045.5,-13.4%
CU-select,5958715.0,6885692,-926977.0,-13.5%
COVIDhub-baseline,5922600.0,6885692,-963092.0,-14.0%
USC-SI_kJalpha,5718644.0,6885692,-1167048.0,-16.9%
QJHong-Encounter,8107690.3,6885692,1221998.3,17.7%
JHU_IDD-CovidSP,5407023.6,6885692,-1478668.4,-21.5%
UCLA-SuEIR,8461775.2,6885692,1576083.2,22.9%
JCB-PRM,8604615.9,6885692,1718923.9,25.0%
USACE-ERDC_SEIR,4014122.3,6885692,-2871569.7,-41.7%
CovidAnalytics-DELPHI,10264714.0,6885692,3379022.0,49.1%
OneQuietNight-ML,11179403.0,6885692,4293711.0,62.4%
JHUAPL-Bucky,11771200.7,6885692,4885508.7,71.0%
Columbia_UNC-SurvCon,11951057.0,6885692,5065365.0,73.6%
Karlen-pypm,12241151.4,6885692,5355459.4,77.8%
