,count,mean,median,std,min,25%,75%,max
USACE-ERDC_SEIR,51,8536295527.7,1977785415.7,24701956912.8,86375.1,137864724.8,5716253519.3,161809582339.7
CU-select,51,10134904268.0,673869681.0,55534125639.5,48841.0,22965562.0,3391032912.5,397810241284.0
JHU_IDD-CovidSP,51,13499365804.2,611977054.9,79436474692.6,447779.6,160465487.5,2473125009.2,568867337837.5
JCB-PRM,51,14222863305.9,924740854.2,62423585267.3,129391.7,87491830.0,4461890399.0,437070366228.0
COVIDhub-baseline,51,16986455661.7,871784676.0,87605236030.5,62001.0,182007410.0,7522312122.0,627881912100.0
IowaStateLW-STEM,49,17815778563.6,1259398144.0,88007979441.0,648025.0,196033936.5,5565871825.0,629877147904.0
LANL-GrowthRate,51,19794009066.5,652138369.0,60234206745.4,145542.2,42524487.1,4325499151.2,352213169100.2
BPagano-RtDriven,51,21710674195.8,1323511676.0,61836184250.5,75185.6,152480658.2,5466602767.7,356910417432.0
USC-SI_kJalpha,51,24044499282.4,3025660036.0,86086758243.5,16384.0,757361258.0,15739235809.0,608354760841.0
UCLA-SuEIR,51,30900604170.4,1873986122.4,132791958178.4,1813588.2,324969149.9,8303705572.4,941019062394.1
CovidAnalytics-DELPHI,51,64807610774.4,6981605136.0,186857568015.7,287296.0,986556692.5,34552243321.0,1172815357156.0
JHUAPL-Bucky,51,72376551300.9,6660960688.2,166075398770.6,95461.5,666759030.2,35838224533.1,974870795332.7
