,total_deaths_2020-08-09,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
COVIDhub-ensemble,163058,182466.0,182739,19528.0,19681,-153.0,-0.8%
IHME-CurveFit,163058,182784.6,182739,19846.6,19681,165.6,0.8%
USC-SI_kJalpha,163058,182398.0,182739,19460.0,19681,-221.0,-1.1%
STH-3PU,163058,183071.0,182739,20133.0,19681,452.0,2.3%
NotreDame-mobility,163058,181870.9,182739,18932.9,19681,-748.1,-3.8%
OliverWyman-Navigator,163058,181870.5,182739,18932.5,19681,-748.5,-3.8%
GT-DeepCOVID,163058,183451.0,182739,20513.0,19681,832.0,4.2%
CEID-Walk,163058,183532.4,182739,20594.4,19681,913.4,4.6%
CU-select,163058,181578.0,182739,18640.0,19681,-1041.0,-5.3%
YYG-ParamSearch,163058,183860.6,182739,20922.6,19681,1241.6,6.3%
QJHong-Encounter,163058,183889.5,182739,20951.5,19681,1270.5,6.5%
MOBS-GLEAM_COVID,163058,181240.4,182739,18302.4,19681,-1378.6,-7.0%
Baseline,163058,184003.7,182739,21065.7,19681,1384.7,7.0%
COVIDhub-baseline,163058,184214.1,182739,21276.1,19681,1595.1,8.1%
UMass-MechBayes,163058,180656.0,182739,17718.0,19681,-1963.0,-10.0%
UCLA-SuEIR,163058,180545.5,182739,17607.5,19681,-2073.5,-10.5%
Auquan-SEIR,163058,180527.0,182739,17589.0,19681,-2092.0,-10.6%
PSI-DRAFT,163058,184825.5,182739,21887.5,19681,2206.5,11.2%
LNQ-ens1,163058,184842.8,182739,21904.8,19681,2223.8,11.3%
UA-EpiCovDA,163058,184949.0,182739,22011.0,19681,2330.0,11.8%
JCB-PRM,163058,185332.3,182739,22394.3,19681,2713.3,13.8%
Columbia_UNC-SurvCon,163058,179774.0,182739,16836.0,19681,-2845.0,-14.5%
CovidAnalytics-DELPHI,163058,178960.0,182739,16022.0,19681,-3659.0,-18.6%
UMich-RidgeTfReg,163058,177710.4,182739,14772.4,19681,-4908.6,-24.9%
JHU_IDD-CovidSP,163058,187675.8,182739,24737.8,19681,5056.8,25.7%
LANL-GrowthRate,163058,177248.3,182739,14310.3,19681,-5370.7,-27.3%
UCM_MESALab-FoGSEIR,163058,177054.0,182739,14116.0,19681,-5565.0,-28.3%
epiforecasts-ensemble1,163058,177053.0,182739,14115.0,19681,-5566.0,-28.3%
Karlen-pypm,163058,188874.1,182739,25936.1,19681,6255.1,31.8%
USACE-ERDC_SEIR,163058,189736.2,182739,26798.2,19681,7117.2,36.2%
RPI_UW-Mob_Collision,163058,192368.4,182739,29430.4,19681,9749.4,49.5%
RobertWalraven-ESG,163058,199683.4,182739,36745.4,19681,17064.4,86.7%
DDS-NBDS,163058,203725.8,182739,40787.8,19681,21106.8,107.2%
CMU-TimeSeries,163058,,182739,,19681,,
GT_CHHS-COVID19,163058,,182739,,19681,,
NotreDame-FRED,163058,,182739,,19681,,
