,total_deaths_2020-08-23,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
CovidAnalytics-DELPHI,176895,182637.0,182739,5835.0,5844,-9.0,-0.2%
LNQ-ens1,176895,182661.5,182739,5859.5,5844,15.5,0.3%
STH-3PU,176895,182664.0,182739,5862.0,5844,18.0,0.3%
Baseline,176895,182587.7,182739,5785.7,5844,-58.3,-1.0%
GT-DeepCOVID,176895,182707.2,182739,5905.2,5844,61.2,1.0%
IowaStateLW-STEM,176895,182557.0,182739,5755.0,5844,-89.0,-1.5%
COVIDhub-ensemble,176895,182517.0,182739,5715.0,5844,-129.0,-2.2%
UA-EpiCovDA,176895,182517.0,182739,5715.0,5844,-129.0,-2.2%
Columbia_UNC-SurvCon,176895,182813.0,182739,6011.0,5844,167.0,2.9%
USC-SI_kJalpha,176895,182830.0,182739,6028.0,5844,184.0,3.1%
UCLA-SuEIR,176895,182889.5,182739,6087.5,5844,243.5,4.2%
OliverWyman-Navigator,176895,182402.5,182739,5600.5,5844,-243.5,-4.2%
QJHong-Encounter,176895,182903.9,182739,6101.9,5844,257.9,4.4%
NotreDame-mobility,176895,182298.2,182739,5496.2,5844,-347.8,-6.0%
Karlen-pypm,176895,183014.9,182739,6212.9,5844,368.9,6.3%
JCB-PRM,176895,183034.6,182739,6232.6,5844,388.6,6.6%
Geneva-DetGrowth,176895,183069.4,182739,6267.4,5844,423.4,7.2%
PSI-DRAFT,176895,183096.5,182739,6294.5,5844,450.5,7.7%
YYG-ParamSearch,176895,182123.3,182739,5321.3,5844,-522.7,-8.9%
DDS-NBDS,176895,183188.0,182739,6386.0,5844,542.0,9.3%
SteveMcConnell-CovidComplete,176895,183216.0,182739,6414.0,5844,570.0,9.8%
COVIDhub-baseline,176895,183225.0,182739,6423.0,5844,579.0,9.9%
UMass-MechBayes,176895,182021.0,182739,5219.0,5844,-625.0,-10.7%
IHME-CurveFit,176895,181991.5,182739,5189.5,5844,-654.5,-11.2%
CEID-Walk,176895,183315.5,182739,6513.5,5844,669.5,11.5%
UMich-RidgeTfReg,176895,181919.9,182739,5117.9,5844,-726.1,-12.4%
CU-select,176895,181867.0,182739,5065.0,5844,-779.0,-13.3%
MOBS-GLEAM_COVID,176895,181864.3,182739,5062.3,5844,-781.7,-13.4%
RPI_UW-Mob_Collision,176895,183464.8,182739,6662.8,5844,818.8,14.0%
UCM_MESALab-FoGSEIR,176895,181810.0,182739,5008.0,5844,-836.0,-14.3%
UT-Mobility,176895,183619.5,182739,6817.5,5844,973.5,16.7%
USACE-ERDC_SEIR,176895,183702.2,182739,6900.2,5844,1056.2,18.1%
WalmartLabsML-LogForecasting,176895,181493.0,182739,4691.0,5844,-1153.0,-19.7%
LANL-GrowthRate,176895,181240.9,182739,4438.9,5844,-1405.1,-24.0%
JHU_IDD-CovidSP,176895,181237.0,182739,4435.0,5844,-1409.0,-24.1%
Auquan-SEIR,176895,185047.0,182739,8245.0,5844,2401.0,41.1%
RobertWalraven-ESG,176895,178095.9,182739,1293.9,5844,-4550.1,-77.9%
epiforecasts-ensemble1,176895,175598.0,182739,-1204.0,5844,-7048.0,-120.6%
TTU-squider,176895,191999.2,182739,15197.2,5844,9353.2,160.0%
Covid19Sim-Simulator,176895,172470.1,182739,-4331.9,5844,-10175.9,-174.1%
CMU-TimeSeries,176895,,182739,,5844,,
GT_CHHS-COVID19,176895,,182739,,5844,,
Google_Harvard-CPF,176895,,182739,,5844,,
NotreDame-FRED,176895,,182739,,5844,,
