,2020-07-13_2020-11-28,2020-07-20_2020-11-28,2020-07-27_2020-11-28,2020-08-03_2020-11-28,2020-08-10_2020-11-28,2020-08-17_2020-11-28,2020-08-24_2020-11-28,2020-08-31_2020-11-28,2020-09-07_2020-11-28,2020-09-14_2020-11-28,2020-09-21_2020-11-28,2020-09-28_2020-11-28,2020-10-05_2020-11-28,2020-10-12_2020-11-28,2020-10-19_2020-11-28,2020-10-26_2020-11-28,2020-11-02_2020-11-28,2020-11-09_2020-11-28,2020-11-16_2020-11-28,2020-11-23_2020-11-28
num_states_with_projections-LNQ-ens1,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-MITCovAlliance-SIR,,,,,,,,,,,,,,,51,,,,,
num_states_with_projections-MIT_CritData-GBCF,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-MOBS-GLEAM_COVID,,,,,,,,,,,,,,,,,50,50,50,50
num_states_with_projections-MSRA-DeepST,,,,,,,,,,,,,,,,,47,47,50,50
num_states_with_projections-NotreDame-FRED,,,,,,,,,,,,,,,7,7,7,7,7,7
num_states_with_projections-NotreDame-mobility,,,,,,,,,,,,,,,51,51,51,51,51,51
num_states_with_projections-OliverWyman-Navigator,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-PSI-DRAFT,,,,,,,,,,,,,,,51,51,51,51,51,51
num_states_with_projections-QJHong-Encounter,,,,,,,,,,,,,0,0,0,0,0,0,0,0
num_states_with_projections-RPI_UW-Mob_Collision,,,,,,,,,,,,,,,,,30,30,30,30
num_states_with_projections-RobertWalraven-ESG,,,,,,,,,,,,,51,,,,51,51,51,50
num_states_with_projections-STH-3PU,1,1,1,1,1,1,1,1,1,1,1,,1,2,2,2,2,,,
num_states_with_projections-SteveMcConnell-CovidComplete,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-TTU-squider,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-UA-EpiCovDA,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-UCLA-SuEIR,,,,,,,51,51,51,51,51,51,51,51,51,51,51,51,51,51
num_states_with_projections-UCM_MESALab-FoGSEIR,,,,,,,,,,,,,,,,1,1,1,1,1
num_states_with_projections-UCSB-ACTS,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-UCSD_NEU-DeepGLEAM,,,,,,,,,,,,,,,,,50,50,50,50
num_states_with_projections-UChicagoCHATTOPADHYAY-UnIT,,,,,,,,,,,,,,,,,,,51,51
num_states_with_projections-UMass-MechBayes,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-UMich-RidgeTfReg,,,,,,,,,,,,,,,,,50,50,50,50
num_states_with_projections-USACE-ERDC_SEIR,,,,,,,,,,,,,,51,,51,,,51,51
num_states_with_projections-USC-SI_kJalpha,,,,,,,,,,,,,51,51,51,51,51,51,51,51
num_states_with_projections-USC-SI_kJalpha_RF,,,,,,,,,,,,,,,,,51,51,,
num_states_with_projections-UT-Mobility,,,,,,,,,,,,,,,,,51,51,51,51
num_states_with_projections-WalmartLabsML-LogForecasting,,,,,,,,,,,,,51,51,51,51,51,51,51,51
num_states_with_projections-epiforecasts-ensemble1,,,,,,,,,,,,,,,,,48,47,48,47
num_states_beat_baseline-BPagano-RtDriven,,,,,,,,,,,,,21,25,26,30,25,33,35,18
num_states_beat_baseline-CEID-Walk,,,,,,,,,,,,,,,,,29,33,32,18
num_states_beat_baseline-CMU-TimeSeries,,,,,,,,,,,,,,,,,31,36,38,21
num_states_beat_baseline-COVIDhub-ensemble,,,,,,,,,,,,,,,,,40,43,43,23
num_states_beat_baseline-CU-select,,,,,,,,,,,,,,,,,33,32,32,19
num_states_beat_baseline-Caltech-CS156,,,,,,,,,,,,,,,,,37,42,38,24
num_states_beat_baseline-Columbia_UNC-SurvCon,,,,,,,,,,,,,21,22,24,29,27,29,30,3
num_states_beat_baseline-Covid19Sim-Simulator,24,29,30,29,,10,16,27,33,26,24,24,32,33,32,40,33,27,,12
num_states_beat_baseline-CovidAnalytics-DELPHI,,,,,,,,,,,,,,20,8,20,20,21,23,16
num_states_beat_baseline-DDS-NBDS,,,,,,,,,,,,,,,,,18,33,25,19
num_states_beat_baseline-GT-DeepCOVID,,,,,,,,,,,,,,,,,30,26,29,14
num_states_beat_baseline-Geneva-DetGrowth,,,,,,,,,,,,,,,,,,,,18
num_states_beat_baseline-Google_Harvard-CPF,,,,,,,,,,,,,,,,,33,40,30,19
num_states_beat_baseline-IBF-TimeSeries,,,,,,,,,,,,,,,,,,,,
num_states_beat_baseline-IHME-CurveFit,,19,21,20,24,,26,24,22,,26,27,,,30,26,,,,15
num_states_beat_baseline-IQVIA_ACOE-STAN,,,,,,,,,,,,,,,,,,,18,18
num_states_beat_baseline-IowaStateLW-STEM,24,9,12,13,,14,17,25,20,31,26,16,15,15,14,18,24,27,32,16
num_states_beat_baseline-JCB-PRM,,,,,,,,,,,,,33,29,33,35,34,36,35,23
num_states_beat_baseline-JHUAPL-Bucky,,,,,,,,,,,,,,37,38,39,30,33,29,12
num_states_beat_baseline-JHU_CSSE-DECOM,,,,,,,,,,,,,,,,,30,35,31,14
num_states_beat_baseline-JHU_IDD-CovidSP,,,,,,,,,,,,,,,27,18,13,8,26,17
num_states_beat_baseline-JHU_UNC_GAS-StatMechPool,,,,,,,,,,,,,,,,,23,10,,
num_states_beat_baseline-Karlen-pypm,,,,,,,,,,,,,,,,41,39,38,34,18
num_states_beat_baseline-LANL-GrowthRate,,,,,,,,,,,,,,10,7,12,31,36,25,25
num_states_beat_baseline-LNQ-ens1,,,,,,,,,,,,,,,,,34,37,37,17
num_states_beat_baseline-MITCovAlliance-SIR,,,,,,,,,,,,,,,19,,,,,
num_states_beat_baseline-MIT_CritData-GBCF,,,,,,,,,,,,,,,,,27,24,31,19
num_states_beat_baseline-MOBS-GLEAM_COVID,,,,,,,,,,,,,,,,,35,38,38,19
num_states_beat_baseline-MSRA-DeepST,,,,,,,,,,,,,,,,,40,34,41,17
num_states_beat_baseline-NotreDame-FRED,,,,,,,,,,,,,,,6,3,3,4,3,1
num_states_beat_baseline-NotreDame-mobility,,,,,,,,,,,,,,,17,21,21,17,19,8
num_states_beat_baseline-OliverWyman-Navigator,,,,,,,,,,,,,,,,,35,40,42,18
num_states_beat_baseline-PSI-DRAFT,,,,,,,,,,,,,,,13,13,22,20,23,11
num_states_beat_baseline-QJHong-Encounter,,,,,,,,,,,,,,,,,,,,
num_states_beat_baseline-RPI_UW-Mob_Collision,,,,,,,,,,,,,,,,,13,11,12,7
num_states_beat_baseline-RobertWalraven-ESG,,,,,,,,,,,,,1,,,,6,23,25,6
num_states_beat_baseline-STH-3PU,0,0,1,1,1,1,1,1,1,1,0,,1,0,0,0,0,,,
num_states_beat_baseline-SteveMcConnell-CovidComplete,,,,,,,,,,,,,,,,,38,39,28,21
num_states_beat_baseline-TTU-squider,,,,,,,,,,,,,,,,,15,18,11,8
num_states_beat_baseline-UA-EpiCovDA,,,,,,,,,,,,,,,,,30,32,33,14
num_states_beat_baseline-UCLA-SuEIR,,,,,,,15,20,20,9,21,17,11,16,15,12,12,16,20,17
num_states_beat_baseline-UCM_MESALab-FoGSEIR,,,,,,,,,,,,,,,,0,1,1,1,0
num_states_beat_baseline-UCSB-ACTS,,,,,,,,,,,,,,,,,31,22,28,11
num_states_beat_baseline-UCSD_NEU-DeepGLEAM,,,,,,,,,,,,,,,,,35,37,38,16
num_states_beat_baseline-UChicagoCHATTOPADHYAY-UnIT,,,,,,,,,,,,,,,,,,,35,16
num_states_beat_baseline-UMass-MechBayes,,,,,,,,,,,,,,,,,37,39,36,30
num_states_beat_baseline-UMich-RidgeTfReg,,,,,,,,,,,,,,,,,21,21,23,19
num_states_beat_baseline-USACE-ERDC_SEIR,,,,,,,,,,,,,,29,,27,,,16,7
num_states_beat_baseline-USC-SI_kJalpha,,,,,,,,,,,,,35,36,39,41,33,43,37,17
num_states_beat_baseline-USC-SI_kJalpha_RF,,,,,,,,,,,,,,,,,28,36,,
num_states_beat_baseline-UT-Mobility,,,,,,,,,,,,,,,,,17,25,21,23
num_states_beat_baseline-WalmartLabsML-LogForecasting,,,,,,,,,,,,,4,4,4,7,4,6,4,3
num_states_beat_baseline-epiforecasts-ensemble1,,,,,,,,,,,,,,,,,26,31,33,11
perc_beat_baseline-BPagano-RtDriven,,,,,,,,,,,,,0.4117647059,0.4901960784,0.5098039216,0.5882352941,0.4901960784,0.6470588235,0.6862745098,0.3529411765
perc_beat_baseline-CEID-Walk,,,,,,,,,,,,,,,,,0.568627451,0.6470588235,0.6274509804,0.3529411765
perc_beat_baseline-CMU-TimeSeries,,,,,,,,,,,,,,,,,0.6078431373,0.7058823529,0.7450980392,0.4117647059
perc_beat_baseline-COVIDhub-ensemble,,,,,,,,,,,,,,,,,0.7843137255,0.8431372549,0.8431372549,0.4509803922
perc_beat_baseline-CU-select,,,,,,,,,,,,,,,,,0.6470588235,0.6274509804,0.6274509804,0.3725490196
perc_beat_baseline-Caltech-CS156,,,,,,,,,,,,,,,,,0.7254901961,0.8235294118,0.7450980392,0.4705882353
perc_beat_baseline-Columbia_UNC-SurvCon,,,,,,,,,,,,,0.4117647059,0.431372549,0.48,0.568627451,0.54,0.568627451,0.6,0.05882352941
perc_beat_baseline-Covid19Sim-Simulator,0.4705882353,0.568627451,0.5882352941,0.568627451,,0.5882352941,0.3137254902,0.5294117647,0.6470588235,0.5098039216,0.4705882353,0.4705882353,0.6274509804,0.6470588235,0.6274509804,0.7843137255,0.6470588235,0.5294117647,,0.2352941176
perc_beat_baseline-CovidAnalytics-DELPHI,,,,,,,,,,,,,,0.3921568627,0.1568627451,0.3921568627,0.3921568627,0.4117647059,0.4509803922,0.3137254902
perc_beat_baseline-DDS-NBDS,,,,,,,,,,,,,,,,,0.3529411765,0.6470588235,0.4901960784,0.3725490196
perc_beat_baseline-GT-DeepCOVID,,,,,,,,,,,,,,,,,0.652173913,0.5777777778,0.6590909091,0.2916666667
perc_beat_baseline-Geneva-DetGrowth,,,,,,,,,,,,,,,,,,,,0.3529411765
perc_beat_baseline-Google_Harvard-CPF,,,,,,,,,,,,,,,,,0.6470588235,0.7843137255,0.5882352941,0.3725490196
perc_beat_baseline-IBF-TimeSeries,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-IHME-CurveFit,,0.3725490196,0.4117647059,0.3921568627,0.4705882353,,0.5098039216,0.4705882353,0.431372549,,0.5098039216,0.5294117647,,,0.5882352941,0.5098039216,,,,0.2941176471
perc_beat_baseline-IQVIA_ACOE-STAN,,,,,,,,,,,,,,,,,,,0.3673469388,0.3673469388
perc_beat_baseline-IowaStateLW-STEM,0.4897959184,0.1836734694,0.2448979592,0.2653061224,,0.2857142857,0.3469387755,0.5102040816,0.4081632653,0.6326530612,0.5306122449,0.3265306122,0.306122449,0.306122449,0.2857142857,0.3673469388,0.4897959184,0.5510204082,0.6530612245,0.3265306122
perc_beat_baseline-JCB-PRM,,,,,,,,,,,,,0.6470588235,0.568627451,0.6470588235,0.6862745098,0.6666666667,0.7058823529,0.6862745098,0.4509803922
perc_beat_baseline-JHUAPL-Bucky,,,,,,,,,,,,,,0.7254901961,0.7450980392,0.7647058824,0.5882352941,0.6470588235,0.568627451,0.2352941176
perc_beat_baseline-JHU_CSSE-DECOM,,,,,,,,,,,,,,,,,0.5882352941,0.6862745098,0.6078431373,0.2745098039
perc_beat_baseline-JHU_IDD-CovidSP,,,,,,,,,,,,,,,0.5294117647,0.3529411765,0.2549019608,0.1568627451,0.5098039216,0.3333333333
perc_beat_baseline-JHU_UNC_GAS-StatMechPool,,,,,,,,,,,,,,,,,0.4509803922,0.1960784314,,
perc_beat_baseline-Karlen-pypm,,,,,,,,,,,,,,,,0.8039215686,0.7647058824,0.7450980392,0.6666666667,0.3529411765
perc_beat_baseline-LANL-GrowthRate,,,,,,,,,,,,,,0.1960784314,0.137254902,0.2352941176,0.6078431373,0.7058823529,0.4901960784,0.4901960784
perc_beat_baseline-LNQ-ens1,,,,,,,,,,,,,,,,,0.6666666667,0.7254901961,0.7254901961,0.3333333333
perc_beat_baseline-MITCovAlliance-SIR,,,,,,,,,,,,,,,0.3725490196,,,,,
perc_beat_baseline-MIT_CritData-GBCF,,,,,,,,,,,,,,,,,0.5294117647,0.4705882353,0.6078431373,0.3725490196
perc_beat_baseline-MOBS-GLEAM_COVID,,,,,,,,,,,,,,,,,0.7,0.76,0.76,0.38
perc_beat_baseline-MSRA-DeepST,,,,,,,,,,,,,,,,,0.8510638298,0.7234042553,0.82,0.34
perc_beat_baseline-NotreDame-FRED,,,,,,,,,,,,,,,0.8571428571,0.4285714286,0.4285714286,0.5714285714,0.4285714286,0.1428571429
perc_beat_baseline-NotreDame-mobility,,,,,,,,,,,,,,,0.3333333333,0.4117647059,0.4117647059,0.3333333333,0.3725490196,0.1568627451
perc_beat_baseline-OliverWyman-Navigator,,,,,,,,,,,,,,,,,0.6862745098,0.7843137255,0.8235294118,0.3529411765
perc_beat_baseline-PSI-DRAFT,,,,,,,,,,,,,,,0.2549019608,0.2549019608,0.431372549,0.3921568627,0.4509803922,0.2156862745
perc_beat_baseline-QJHong-Encounter,,,,,,,,,,,,,,,,,,,,
perc_beat_baseline-RPI_UW-Mob_Collision,,,,,,,,,,,,,,,,,0.4333333333,0.3666666667,0.4,0.2333333333
perc_beat_baseline-RobertWalraven-ESG,,,,,,,,,,,,,0.01960784314,,,,0.1176470588,0.4509803922,0.4901960784,0.12
perc_beat_baseline-STH-3PU,0,0,1,1,1,1,1,1,1,1,0,,1,0,0,0,0,,,
perc_beat_baseline-SteveMcConnell-CovidComplete,,,,,,,,,,,,,,,,,0.7450980392,0.7647058824,0.5490196078,0.4117647059
perc_beat_baseline-TTU-squider,,,,,,,,,,,,,,,,,0.2941176471,0.3529411765,0.2156862745,0.1568627451
perc_beat_baseline-UA-EpiCovDA,,,,,,,,,,,,,,,,,0.5882352941,0.6274509804,0.6470588235,0.2745098039
perc_beat_baseline-UCLA-SuEIR,,,,,,,0.2941176471,0.3921568627,0.3921568627,0.1764705882,0.4117647059,0.3333333333,0.2156862745,0.3137254902,0.2941176471,0.2352941176,0.2352941176,0.3137254902,0.3921568627,0.3333333333
perc_beat_baseline-UCM_MESALab-FoGSEIR,,,,,,,,,,,,,,,,0,1,1,1,0
perc_beat_baseline-UCSB-ACTS,,,,,,,,,,,,,,,,,0.6078431373,0.431372549,0.5490196078,0.2156862745
perc_beat_baseline-UCSD_NEU-DeepGLEAM,,,,,,,,,,,,,,,,,0.7,0.74,0.76,0.32
perc_beat_baseline-UChicagoCHATTOPADHYAY-UnIT,,,,,,,,,,,,,,,,,,,0.6862745098,0.3137254902
perc_beat_baseline-UMass-MechBayes,,,,,,,,,,,,,,,,,0.7254901961,0.7647058824,0.7058823529,0.5882352941
perc_beat_baseline-UMich-RidgeTfReg,,,,,,,,,,,,,,,,,0.42,0.42,0.46,0.38
perc_beat_baseline-USACE-ERDC_SEIR,,,,,,,,,,,,,,0.568627451,,0.5294117647,,,0.3137254902,0.137254902
perc_beat_baseline-USC-SI_kJalpha,,,,,,,,,,,,,0.6862745098,0.7058823529,0.7647058824,0.8039215686,0.6470588235,0.8431372549,0.7254901961,0.3333333333
perc_beat_baseline-USC-SI_kJalpha_RF,,,,,,,,,,,,,,,,,0.5490196078,0.7058823529,,
perc_beat_baseline-UT-Mobility,,,,,,,,,,,,,,,,,0.3333333333,0.4901960784,0.4117647059,0.4509803922
perc_beat_baseline-WalmartLabsML-LogForecasting,,,,,,,,,,,,,0.07843137255,0.07843137255,0.07843137255,0.137254902,0.07843137255,0.1176470588,0.07843137255,0.05882352941
perc_beat_baseline-epiforecasts-ensemble1,,,,,,,,,,,,,,,,,0.5416666667,0.6595744681,0.6875,0.2340425532
mean_abs_error-BPagano-RtDriven,,,,,,,,,,,,,474.5,501.9607843,422.8901961,317.0039216,249.4803922,164.1823529,96.08235294,60.08431373
mean_abs_error-Baseline,1095.929412,988.0019608,994.445098,1343.139216,1239.923529,1166.211765,977.4294118,829.7490196,739.1921569,631.7901961,605.1411765,547.8411765,496.6490196,462.7901961,431.7176471,334.8666667,286.8294118,205.7,132.4666667,39.5745098
mean_abs_error-CEID-Walk,,,,,,,,,,,,,,,,,290.6529412,204.5039216,130.1,43.93137255
mean_abs_error-CMU-TimeSeries,,,,,,,,,,,,,,,,,257.2745098,141.7058824,118.3921569,41.66666667
mean_abs_error-COVIDhub-baseline,,,,,,,,,,,,,471.1196078,422.4784314,432.6666667,327.8,288.2941176,202.745098,129.4372549,44.66666667
mean_abs_error-COVIDhub-ensemble,,,,,,,,,,,,,,,,,224.3921569,153.1176471,85.82352941,40.78431373
mean_abs_error-CU-select,,,,,,,,,,,,,,,,,189.2745098,154.8823529,85.17647059,52.25490196
mean_abs_error-Caltech-CS156,,,,,,,,,,,,,,,,,237.3960784,126.6019608,81.3254902,39.64901961
mean_abs_error-Columbia_UNC-SurvCon,,,,,,,,,,,,,905.1960784,564.1843137,,423.1960784,,153.9215686,,161.4705882
mean_abs_error-Covid19Sim-Simulator,1818.84902,1215.043137,973.1294118,798.8313725,,,1127.276471,690.8745098,673.9862745,675.4490196,670.3862745,536.8294118,449.4058824,400.7470588,403.8431373,265.0098039,204.6960784,158.8607843,,102.6941176
mean_abs_error-CovidAnalytics-DELPHI,,,,,,,,,,,,,,574.2352941,613.7843137,397.7843137,329.745098,251.6666667,153.3137255,68.96078431
mean_abs_error-DDS-NBDS,,,,,,,,,,,,,,,,,336.3568627,208.072549,142.6470588,44.16862745
mean_abs_error-GT-DeepCOVID,,,,,,,,,,,,,,,,,,,,
mean_abs_error-Geneva-DetGrowth,,,,,,,,,,,,,,,,,,,,62.33529412
mean_abs_error-Google_Harvard-CPF,,,,,,,,,,,,,,,,,195.1372549,131.9941176,96.74705882,48.43333333
mean_abs_error-IBF-TimeSeries,,,,,,,,,,,,,,,,,,,,
mean_abs_error-IHME-CurveFit,,1242.833333,1027.776471,909.3686275,1140.909804,,1309.541176,1249.601961,1193.270588,,779.1372549,780.4803922,,,381.6333333,353.745098,,,,89.22156863
mean_abs_error-IQVIA_ACOE-STAN,,,,,,,,,,,,,,,,,,,,
mean_abs_error-IowaStateLW-STEM,,,,,,,,,,,,,,,,,,,,
mean_abs_error-JCB-PRM,,,,,,,,,,,,,437.072549,404.8627451,396.1588235,291.0196078,244.0921569,159.572549,84.1372549,43.54509804
mean_abs_error-JHUAPL-Bucky,,,,,,,,,,,,,,402.5215686,324.2313725,217.1666667,230.4431373,143.2686275,116.4313725,94.28627451
mean_abs_error-JHU_CSSE-DECOM,,,,,,,,,,,,,,,,,264.6470588,187.8431373,104,79.43137255
mean_abs_error-JHU_IDD-CovidSP,,,,,,,,,,,,,,,423.5019608,415.0039216,392.1745098,342.045098,108.1117647,62.98823529
mean_abs_error-JHU_UNC_GAS-StatMechPool,,,,,,,,,,,,,,,,,323.9607843,279.4509804,,
mean_abs_error-Karlen-pypm,,,,,,,,,,,,,,,,232.2313725,165.2156863,93.39411765,83.80784314,51.24117647
mean_abs_error-LANL-GrowthRate,,,,,,,,,,,,,,653.7019608,580.3156863,483.2372549,254.3333333,150.9607843,105.1960784,53.75490196
mean_abs_error-LNQ-ens1,,,,,,,,,,,,,,,,,212.5568627,123.9156863,77.20588235,57.16078431
mean_abs_error-MITCovAlliance-SIR,,,,,,,,,,,,,,,481.6372549,,,,,
mean_abs_error-MIT_CritData-GBCF,,,,,,,,,,,,,,,,,293.7058824,202.2156863,124.7058824,55.56862745
mean_abs_error-MOBS-GLEAM_COVID,,,,,,,,,,,,,,,,,,,,
mean_abs_error-MSRA-DeepST,,,,,,,,,,,,,,,,,,,,
mean_abs_error-NotreDame-FRED,,,,,,,,,,,,,,,,,,,,
mean_abs_error-NotreDame-mobility,,,,,,,,,,,,,,,533.2137255,410.554902,337.5137255,279.1823529,159.4117647,89.31372549
mean_abs_error-OliverWyman-Navigator,,,,,,,,,,,,,,,,,237.4784314,128.7,81.27843137,49.31568627
mean_abs_error-PSI-DRAFT,,,,,,,,,,,,,,,582.8039216,447.5294118,310.0392157,267.6862745,180.6078431,88.91176471
mean_abs_error-QJHong-Encounter,,,,,,,,,,,,,,,,,,,,
mean_abs_error-RPI_UW-Mob_Collision,,,,,,,,,,,,,,,,,,,,
mean_abs_error-RobertWalraven-ESG,,,,,,,,,,,,,862.6372549,,,,486.6372549,180.8745098,134.9431373,
mean_abs_error-STH-3PU,,,,,,,,,,,,,,,,,,,,
mean_abs_error-SteveMcConnell-CovidComplete,,,,,,,,,,,,,,,,,225.4117647,149.7058824,114.4901961,62.29411765
mean_abs_error-TTU-squider,,,,,,,,,,,,,,,,,601.3568627,520.3921569,358.3137255,240.3215686
mean_abs_error-UA-EpiCovDA,,,,,,,,,,,,,,,,,264.6078431,171,94.8627451,50.7254902
mean_abs_error-UCLA-SuEIR,,,,,,,768.1529412,730.3941176,716.4862745,705.0333333,651.1235294,591.927451,589.9,546.5352941,528.9882353,426.3823529,346.8921569,237.4941176,177.1607843,50.92745098
mean_abs_error-UCM_MESALab-FoGSEIR,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UCSB-ACTS,,,,,,,,,,,,,,,,,274.5960784,231.8196078,144.6313725,114.7
mean_abs_error-UCSD_NEU-DeepGLEAM,,,,,,,,,,,,,,,,,,,,
mean_abs_error-UChicagoCHATTOPADHYAY-UnIT,,,,,,,,,,,,,,,,,,,94.19215686,57.94509804
mean_abs_error-UMass-MechBayes,,,,,,,,,,,,,,,,,178.2156863,114.0392157,72.7254902,34.64705882
mean_abs_error-UMich-RidgeTfReg,,,,,,,,,,,,,,,,,,,,
mean_abs_error-USACE-ERDC_SEIR,,,,,,,,,,,,,,519.6980392,,449.7019608,,,362.8215686,242.145098
mean_abs_error-USC-SI_kJalpha,,,,,,,,,,,,,438.6078431,392.5686275,322.4313725,250.3921569,214.6666667,111.4901961,84.05882353,56.90196078
mean_abs_error-USC-SI_kJalpha_RF,,,,,,,,,,,,,,,,,288.3411765,199.6705882,,
mean_abs_error-UT-Mobility,,,,,,,,,,,,,,,,,309.5588235,220.1176471,132.3333333,52.58823529
mean_abs_error-WalmartLabsML-LogForecasting,,,,,,,,,,,,,822.9764706,746.4823529,654.8901961,576.4960784,501.0960784,404.9862745,296.0431373,140.9058824
mean_abs_error-epiforecasts-ensemble1,,,,,,,,,,,,,,,,,,,,
